	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2016_06_16_PC030_BAREFOOT_GAIT0001_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0001_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0001_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0001_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0001_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0001_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0001_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0001_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0001_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0001_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0001_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0001_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0001_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0001_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0001_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0001_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0001_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0001_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0001_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0001_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0001_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_2.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_2.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_2.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_2.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_2.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_2.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_2.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_2.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_2.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_4.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_4.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_4.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_4.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_4.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_4.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_4.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_4.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_4.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_4.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_4.c3d	2016_06_16_PC030_BAREFOOT_GAIT0002_4.c3d	2016_06_16_PC030_BAREFOOT_GAIT0003_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0003_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0003_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0003_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0003_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0003_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0003_2.c3d	2016_06_16_PC030_BAREFOOT_GAIT0003_2.c3d	2016_06_16_PC030_BAREFOOT_GAIT0003_2.c3d	2016_06_16_PC030_BAREFOOT_GAIT0003_2.c3d	2016_06_16_PC030_BAREFOOT_GAIT0003_2.c3d	2016_06_16_PC030_BAREFOOT_GAIT0003_2.c3d	2016_06_16_PC030_BAREFOOT_GAIT0003_2.c3d	2016_06_16_PC030_BAREFOOT_GAIT0003_2.c3d	2016_06_16_PC030_BAREFOOT_GAIT0003_2.c3d	2016_06_16_PC030_BAREFOOT_GAIT0003_2.c3d	2016_06_16_PC030_BAREFOOT_GAIT0003_2.c3d	2016_06_16_PC030_BAREFOOT_GAIT0003_2.c3d	2016_06_16_PC030_BAREFOOT_GAIT0003_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0003_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0003_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0003_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0003_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0003_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0003_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0003_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0003_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0003_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0003_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0003_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0004_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0004_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0004_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0004_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0004_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0004_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0004_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0004_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0004_1.c3d	2016_06_16_PC030_BAREFOOT_GAIT0004_2.c3d	2016_06_16_PC030_BAREFOOT_GAIT0004_2.c3d	2016_06_16_PC030_BAREFOOT_GAIT0004_2.c3d	2016_06_16_PC030_BAREFOOT_GAIT0004_2.c3d	2016_06_16_PC030_BAREFOOT_GAIT0004_2.c3d	2016_06_16_PC030_BAREFOOT_GAIT0004_2.c3d	2016_06_16_PC030_BAREFOOT_GAIT0004_2.c3d	2016_06_16_PC030_BAREFOOT_GAIT0004_2.c3d	2016_06_16_PC030_BAREFOOT_GAIT0004_2.c3d	2016_06_16_PC030_BAREFOOT_GAIT0004_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0004_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0004_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0004_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0004_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0004_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0004_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0004_3.c3d	2016_06_16_PC030_BAREFOOT_GAIT0004_3.c3d
7	-0.56402	0.82238	13.94332	1.19415	-8.65961	1.42534	3.40642	0.62299	15.09949	1.81369	-8.27737	2.29712	0.99838	0.32345	14.10985	15.10916	-8.05155	-8.49847	3.03192	14.54637	-7.62326	-0.35269	0.96685	13.74858	14.10399	-8.13902	-8.28814	3.17717	2.88046	15.49611	15.67238	-6.98762	-7.92933	-0.11414	-1.21722	-0.38634	12.66191	12.84662	12.89297	-8.05195	-10.30396	-8.26141	4.69838	2.55138	16.09341	15.10705	-9.51416	-9.21804	-0.03633	-0.51793	14.55249	14.46352	-9.87176	-10.72093	3.48095	13.89461	-6.17072	-0.23798	-0.84665	15.53167	13.59085	-9.91349	-9.07166	4.25023	3.56299	14.43511	12.57252	-6.79279	-5.49527	-1.29008	-1.49416	14.26790	14.13134	-9.04489	-7.55394	4.01493	3.63721	15.89060	13.95252	-8.74261	-6.17664	0.52783	16.33833	-7.38619	3.34556	15.68330	-11.18273	-2.03230	-1.24643	12.36000	12.14096	-10.04416	-7.25947	3.89402	2.42764	15.04197	18.04385	-5.18111	-9.85443	-1.30145	-1.26735	12.26325	13.01202	-6.92780	-5.27193	2.93597	2.20964	12.52946	16.03881	-9.25201	-13.30287	-0.76558	13.88622	-9.06480	3.39950	3.80278	18.17422	16.91487	-13.26316	-8.12619	-1.22765	15.03248	-8.70571	3.14710	3.82258	10.32402	16.38462	-5.55042	-8.81558	-0.32661	15.76567	-11.42064	4.06481	3.19961	15.34482	14.94862	-7.93431	-6.71154
8	-0.50859	0.79770	13.79248	1.20558	-7.86505	0.96378	3.24962	0.62104	14.97597	1.88287	-8.46815	2.25025	0.85540	0.29578	14.41674	15.58710	-8.55462	-8.70971	2.67538	14.19328	-6.36537	-0.36038	0.96123	13.89031	14.02947	-8.12549	-7.43158	3.25799	2.78370	15.84780	16.17162	-7.11292	-8.85254	-0.06527	-0.93801	-0.39524	12.81450	12.77533	12.92132	-8.34198	-8.80293	-7.29554	4.26756	2.38006	15.93042	14.72619	-8.59153	-7.65421	0.04898	-0.52887	14.25361	13.81948	-7.75294	-8.98678	3.23272	13.48107	-6.34886	-0.18029	-0.64904	14.97421	13.10753	-8.00834	-7.24519	4.11563	3.49367	13.98931	12.23291	-6.16173	-5.74525	-1.22198	-1.57336	14.52967	14.41078	-8.70244	-7.51702	3.88804	3.35359	15.35673	13.22496	-8.62367	-5.98314	0.61469	15.81014	-6.16091	3.09485	16.98416	-11.64960	-2.08504	-1.22986	11.88914	11.86306	-9.11469	-6.93857	3.73179	2.28363	14.84290	17.98031	-6.19734	-11.60720	-1.09919	-1.08478	12.02008	12.65535	-6.65128	-6.25463	2.75960	2.00680	12.43145	16.02964	-8.02946	-11.78270	-0.56941	13.65949	-7.87721	3.05919	3.75237	17.39223	16.66978	-12.83708	-9.17205	-1.24013	14.71287	-7.05339	3.16839	3.68042	10.31168	16.23688	-6.03060	-10.86511	-0.23550	15.50194	-9.64087	4.07780	3.17891	15.64352	14.81860	-10.19639	-8.02431
9	-0.45322	0.79094	13.74624	1.21565	-7.57968	0.86531	2.99763	0.62116	14.60785	1.97752	-8.79693	2.70906	0.73858	0.29182	14.81063	15.92389	-8.65703	-8.66550	2.20487	13.56702	-5.71884	-0.43166	1.08264	14.07821	13.92511	-9.06352	-6.51934	3.23154	2.59797	15.80941	16.16773	-7.15118	-9.48829	-0.10865	-0.63255	-0.36510	13.10126	12.74183	13.03245	-8.85334	-7.91784	-7.20342	3.70655	2.23267	15.26304	14.44224	-7.68339	-7.07161	0.21853	-0.48921	14.18163	13.44394	-6.19302	-7.91069	2.90526	12.90160	-6.21462	-0.12762	-0.47705	14.59426	12.84163	-6.79634	-6.83572	3.87398	3.26629	13.38828	12.11678	-5.28318	-5.88029	-1.15991	-1.65153	14.60579	14.56925	-8.40470	-7.38919	3.60692	3.00712	14.50396	12.60447	-8.08560	-5.75781	0.55852	15.52797	-6.87422	2.89074	17.48626	-12.87081	-2.03852	-1.20530	11.68287	11.82399	-8.21791	-6.85086	3.41573	2.01715	14.32073	17.75234	-7.21867	-13.00068	-0.97643	-1.04326	11.82424	12.67580	-7.59862	-7.78290	2.55804	1.70731	11.71169	15.68792	-6.67701	-12.89712	-0.33021	13.74066	-7.26298	2.64367	3.39805	16.39494	16.27872	-11.73919	-10.19136	-1.26701	14.38860	-6.23559	3.25564	3.36997	10.04098	15.95388	-7.86021	-12.48145	-0.10376	15.15700	-7.94046	4.03133	3.02948	15.90538	14.46757	-11.73935	-9.72490
10	-0.43721	0.78623	13.87003	1.17672	-7.80932	0.97259	2.65929	0.60625	14.23109	2.03390	-8.98107	2.73260	0.69312	0.27970	15.17733	15.96419	-8.44966	-8.45379	1.68400	12.96554	-6.26687	-0.47938	1.17181	14.45374	13.93734	-9.86430	-6.32362	2.98239	2.34348	15.61641	16.11692	-7.25564	-9.81562	-0.16659	-0.45711	-0.34187	13.53618	12.80965	13.24261	-9.32712	-7.93271	-7.79385	3.07828	2.04391	14.62777	14.39588	-7.97155	-7.99232	0.30537	-0.49765	14.33319	13.44950	-5.99171	-7.87308	2.53863	12.45787	-6.12776	-0.16969	-0.41850	14.47291	12.94688	-6.71797	-7.75447	3.46732	2.91483	12.95503	12.10097	-4.85777	-6.13884	-1.10503	-1.70490	14.54526	14.60564	-8.27403	-7.29050	3.16521	2.74992	13.50512	12.29272	-7.47691	-5.93309	0.42233	15.71302	-8.36872	2.65039	17.58088	-14.05531	-1.94855	-1.19279	11.71614	12.01610	-7.83750	-6.93874	2.97612	1.71864	13.75667	17.45644	-7.02886	-12.62288	-0.90188	-1.10892	11.92747	13.13852	-8.63712	-8.69997	2.35695	1.40340	10.85821	15.32669	-7.07845	-13.41029	-0.18679	14.14533	-7.47164	2.23130	2.81160	15.23403	15.88109	-11.86703	-9.90392	-1.30734	14.26713	-6.56459	3.27183	2.91659	9.92000	15.52217	-9.39998	-12.11604	-0.06672	14.87245	-7.43052	3.81618	2.72419	16.09401	14.18855	-11.26275	-10.02062
11	-0.46096	0.76232	14.16183	1.10178	-8.28339	0.84240	2.31048	0.57370	13.79746	1.99613	-8.91694	2.38121	0.68974	0.20816	15.42910	15.69972	-8.18833	-8.17230	1.26361	12.37400	-7.55472	-0.44592	1.13979	14.94858	14.16209	-9.75992	-6.80421	2.53767	2.04513	15.17605	15.93147	-7.44569	-9.92733	-0.19048	-0.46612	-0.29999	13.94517	13.05242	13.56621	-9.59741	-8.61646	-8.50457	2.53165	1.74892	14.14049	14.48334	-9.48704	-9.72061	0.22008	-0.58452	14.62411	13.81979	-6.89833	-8.56751	2.26682	12.09400	-6.33488	-0.29652	-0.42580	14.64550	13.47906	-7.53935	-9.07907	3.01341	2.58169	12.57063	11.76550	-5.20994	-6.38926	-1.06089	-1.72982	14.46611	14.63115	-8.25768	-7.28229	2.71540	2.70039	12.40979	11.98543	-7.20609	-6.37738	0.31437	16.28232	-9.29972	2.30496	17.54803	-13.95997	-1.86862	-1.15824	11.93390	12.46634	-7.87806	-7.24346	2.56154	1.49879	13.15305	16.79794	-6.19651	-11.64853	-0.85618	-1.24455	12.36058	13.75623	-9.07283	-8.95992	2.12516	1.22293	10.64390	14.64197	-8.15495	-11.78804	-0.17703	14.75571	-8.30995	1.84904	2.20141	14.34372	15.29363	-13.27751	-9.01075	-1.29563	14.50841	-7.67850	3.11413	2.45631	9.94475	14.73329	-8.98162	-10.52797	-0.15194	14.86587	-8.24137	3.44328	2.33794	15.91363	13.80212	-9.50300	-8.55392
12	-0.49679	0.72340	14.54838	1.06069	-8.70932	0.75515	2.01003	0.55859	13.24319	1.90900	-8.85590	2.42991	0.65483	0.04764	15.46991	15.27772	-8.07805	-7.90429	1.00729	11.77170	-8.64657	-0.38365	1.05483	15.36397	14.61636	-9.00274	-7.43130	2.05135	1.74445	14.42745	15.28410	-7.59973	-9.79437	-0.19600	-0.60618	-0.20198	14.12885	13.47593	14.02083	-9.65705	-9.45997	-9.02680	2.18048	1.33319	13.72702	14.35676	-11.10850	-10.98877	0.02366	-0.69816	15.02186	14.45673	-8.19945	-9.31610	2.13370	11.68241	-6.64792	-0.42599	-0.44084	15.15511	14.23843	-8.65150	-9.75470	2.69449	2.34821	12.00985	11.01357	-5.92098	-6.20942	-1.03464	-1.74577	14.43386	14.74396	-8.19008	-7.29197	2.40209	2.72584	11.43735	11.66281	-7.18436	-6.63819	0.28754	16.92584	-9.35328	1.91270	17.24964	-12.89735	-1.81036	-1.08543	12.27218	13.07605	-8.10605	-7.72979	2.28426	1.34122	12.51742	15.93202	-6.08469	-11.74388	-0.85249	-1.32137	12.73140	14.24619	-8.92142	-9.08215	1.81387	1.11867	10.74708	13.72828	-8.23886	-10.75408	-0.25048	15.46587	-9.20138	1.47169	1.70774	14.04385	14.53538	-14.58179	-8.99233	-1.17539	15.09889	-8.89238	2.81196	2.10728	9.76872	13.83514	-6.93374	-9.86129	-0.27240	15.29592	-9.64524	3.01629	2.00382	15.23658	13.13978	-8.13144	-7.01563
13	-0.52075	0.68991	14.90937	1.13385	-8.90335	0.89361	1.74704	0.57824	12.74532	1.79477	-8.93320	2.60761	0.53868	-0.21599	15.27910	14.90901	-8.14015	-7.78642	0.82341	11.41619	-9.05503	-0.37131	1.03893	15.54899	15.16235	-8.41071	-7.66967	1.64861	1.46482	13.53204	14.20392	-7.52141	-9.39252	-0.24702	-0.77693	-0.06049	13.98813	13.98090	14.53466	-9.55974	-9.94489	-9.32834	1.97737	0.85348	13.34722	13.80465	-11.71825	-11.03995	-0.14171	-0.75633	15.49550	15.15810	-9.10622	-9.48079	2.01720	11.48986	-6.90660	-0.45779	-0.44322	15.94759	14.93825	-9.41602	-9.52333	2.54353	2.16325	11.48133	10.30205	-6.45229	-5.69376	-1.01340	-1.77646	14.44317	14.90707	-8.00242	-7.12870	2.21020	2.59264	11.04620	11.68070	-7.32076	-6.65984	0.29609	17.32063	-8.98976	1.56157	16.55578	-12.35937	-1.76673	-0.98892	12.68752	13.59569	-8.34631	-8.11528	2.08956	1.17158	12.11922	15.36557	-6.94406	-12.59894	-0.90887	-1.30395	12.67166	14.43270	-8.73711	-9.30274	1.43610	0.98699	10.63696	13.09358	-7.32333	-11.32951	-0.32095	16.16401	-9.54804	1.09339	1.31512	14.10954	13.98122	-14.63298	-9.90055	-0.94725	15.83820	-9.62341	2.46944	1.87237	9.23293	13.35589	-5.17930	-10.70664	-0.31220	16.09350	-10.81042	2.62676	1.77053	14.40555	12.49124	-7.88638	-6.97582
14	-0.52313	0.67839	15.14524	1.30844	-8.86679	0.96447	1.48144	0.60029	12.51281	1.67223	-9.05416	2.55377	0.35653	-0.55663	14.99485	14.78649	-8.26261	-8.03819	0.55996	11.49433	-8.96582	-0.43224	1.12343	15.41188	15.61161	-8.33768	-7.41330	1.35073	1.17308	12.85448	13.14505	-7.25459	-8.98284	-0.36477	-0.88745	0.07312	13.57443	14.43800	14.95402	-9.31437	-9.86591	-9.40488	1.75136	0.39162	13.04070	13.26269	-11.13889	-10.18621	-0.18321	-0.73718	15.96575	15.68954	-9.31374	-9.03114	1.79626	11.69587	-7.06778	-0.34564	-0.44334	16.78970	15.34674	-9.54256	-8.97217	2.39587	1.95995	11.38962	10.06142	-6.69422	-5.38344	-0.99382	-1.83283	14.45361	15.01003	-7.79261	-6.76541	2.04520	2.24258	11.28115	11.95180	-7.65366	-6.53373	0.25913	17.27530	-8.84143	1.25326	15.76579	-12.64127	-1.74822	-0.88438	13.10015	13.80641	-8.55456	-8.14849	1.83956	0.96340	12.16945	15.16372	-8.14832	-13.01958	-0.99509	-1.17990	12.24352	14.53602	-9.04758	-9.29817	1.05788	0.90476	10.39900	12.74626	-6.99947	-11.62056	-0.31993	16.67763	-9.35643	0.75167	0.96549	14.13571	13.81051	-13.54841	-10.78775	-0.68133	16.42076	-9.63901	2.15811	1.69074	8.73298	13.43797	-4.89097	-11.95928	-0.21198	16.96367	-11.26228	2.29081	1.56801	13.92952	12.30087	-8.39604	-8.26460
15	-0.51469	0.69278	15.21070	1.45307	-8.71692	0.94984	1.19322	0.60634	12.49296	1.56215	-9.06065	2.30542	0.16027	-0.91143	14.79531	14.99913	-8.40680	-8.62001	0.16545	11.79348	-8.73115	-0.54342	1.22476	15.00641	15.82935	-8.55204	-6.94899	1.11318	0.84841	12.63394	12.39413	-7.09265	-8.78541	-0.51369	-0.90062	0.14023	13.09275	14.69827	15.12361	-8.90722	-9.39150	-9.20077	1.38326	-0.01300	12.77761	13.27177	-9.96101	-9.34648	-0.12863	-0.70602	16.25878	15.85186	-9.17791	-8.46317	1.47476	11.94820	-7.11671	-0.12332	-0.47318	17.36527	15.34469	-9.19676	-8.74828	2.08864	1.72447	11.66673	10.21007	-6.61571	-5.59352	-0.96214	-1.89477	14.46032	14.99989	-7.71768	-6.35580	1.85343	1.83949	11.61049	12.04669	-7.95333	-6.28708	0.14368	16.84275	-9.06013	0.93311	15.28295	-13.24787	-1.77239	-0.77925	13.38375	13.75002	-8.71654	-7.99336	1.47618	0.75301	12.43874	14.97805	-8.79980	-12.25890	-1.06707	-0.98041	11.87287	14.65206	-9.51897	-8.81493	0.71787	0.92277	10.33614	12.35118	-7.76225	-10.89157	-0.24155	16.89461	-9.02316	0.46174	0.64576	13.95358	13.79317	-12.41569	-10.85388	-0.46678	16.61166	-9.21244	1.87155	1.50567	8.68706	13.74630	-5.56101	-12.33635	-0.01276	17.59126	-11.02889	1.97784	1.31396	13.87581	12.55615	-9.02423	-9.63910
16	-0.51418	0.71298	15.12893	1.46483	-8.57127	0.97206	0.90545	0.61037	12.49232	1.46953	-8.89793	2.07594	-0.00550	-1.21960	14.80290	15.45837	-8.63997	-9.21382	-0.26400	11.99541	-8.54429	-0.64109	1.23060	14.60321	15.74875	-8.78698	-6.55457	0.88532	0.54114	12.70738	11.89472	-7.22457	-8.75108	-0.62243	-0.86019	0.10506	12.77067	14.62948	15.01766	-8.55437	-8.82353	-8.75882	0.92831	-0.34179	12.50197	13.83178	-8.92606	-9.19517	-0.08021	-0.72921	16.26474	15.59260	-9.05423	-8.05233	1.16768	11.94840	-7.05133	0.11167	-0.55943	17.45633	15.03511	-8.70050	-8.94771	1.63974	1.49335	11.85286	10.39850	-6.27504	-6.05088	-0.87473	-1.92785	14.47944	14.89615	-7.71760	-6.00703	1.65233	1.57800	11.64180	11.88484	-7.96582	-6.04993	-0.01596	16.26385	-9.30747	0.60824	15.09548	-13.64151	-1.82737	-0.67460	13.41325	13.62676	-8.82920	-7.87064	1.06334	0.57815	12.55952	14.65434	-8.39690	-11.05805	-1.10337	-0.80966	11.88157	14.73649	-9.63873	-8.23450	0.41063	0.92186	10.44547	11.86110	-8.35275	-10.28118	-0.13247	16.85999	-8.87586	0.20827	0.38481	13.66044	13.69530	-11.90526	-10.20059	-0.32969	16.38801	-8.92563	1.56978	1.31480	9.07643	13.87397	-6.23213	-11.58295	0.16825	17.78217	-10.50309	1.67342	1.00113	13.90783	12.85116	-9.31354	-9.85757
17	-0.53181	0.71281	14.97738	1.35327	-8.49593	1.02217	0.66150	0.62176	12.40736	1.40714	-8.64973	1.98649	-0.13730	-1.46602	14.99804	15.91304	-8.96653	-9.52550	-0.62052	12.02720	-8.44667	-0.67347	1.09170	14.43185	15.43364	-8.91176	-6.33937	0.65281	0.31560	12.75977	11.53299	-7.56430	-8.81054	-0.64728	-0.83451	-0.03497	12.71827	14.23971	14.76593	-8.44083	-8.39230	-8.40944	0.54869	-0.57819	12.33340	14.52425	-8.50011	-9.70464	-0.10853	-0.80660	16.02885	15.09787	-8.98078	-7.86401	0.97364	11.78737	-6.86148	0.26484	-0.69127	17.07944	14.64502	-8.24558	-9.17518	1.19969	1.30534	11.67749	10.37425	-5.87333	-6.23431	-0.71495	-1.92835	14.48018	14.71678	-7.66556	-5.83200	1.48259	1.50726	11.39201	11.75367	-7.64316	-5.88817	-0.17787	15.85175	-9.38104	0.34998	14.91975	-13.46540	-1.86939	-0.55937	13.21725	13.58747	-8.89335	-7.83783	0.72256	0.40346	12.43348	14.18295	-7.29497	-10.68267	-1.12657	-0.71206	12.30144	14.78532	-9.52403	-7.92590	0.15025	0.77138	10.56053	11.51322	-8.05078	-10.36259	-0.02267	16.73945	-8.93804	-0.00358	0.21740	13.40398	13.51219	-11.62082	-9.60491	-0.24663	15.96258	-9.07704	1.24135	1.14544	9.57373	13.70042	-6.44349	-10.57247	0.23323	17.53101	-10.08845	1.42069	0.68576	13.74395	12.84796	-9.28099	-8.73861
18	-0.56156	0.69418	14.84706	1.21749	-8.49584	1.05394	0.48039	0.63948	12.26252	1.34762	-8.41212	2.04099	-0.25002	-1.66865	15.24386	16.15356	-9.24579	-9.53017	-0.89359	11.98147	-8.35446	-0.64515	0.86056	14.50431	15.09049	-8.92861	-6.35319	0.44075	0.17814	12.64144	11.26268	-7.86994	-8.82810	-0.61691	-0.84407	-0.24375	12.88537	13.69865	14.57542	-8.49737	-8.25537	-8.49246	0.35327	-0.75205	12.38411	14.97046	-8.68167	-10.34842	-0.18741	-0.89926	15.72080	14.71004	-8.86109	-7.92649	0.87924	11.68664	-6.63391	0.30938	-0.78015	16.48956	14.41008	-7.96173	-9.15960	0.88637	1.14484	11.27611	10.18319	-5.50267	-6.06835	-0.55729	-1.90390	14.39551	14.46665	-7.49044	-5.74890	1.36112	1.53028	11.10617	11.80672	-7.06636	-5.75997	-0.36205	15.77835	-9.39256	0.19266	14.62233	-13.02752	-1.86022	-0.42254	12.97375	13.66142	-8.94027	-7.82733	0.52470	0.18209	12.23407	13.57360	-6.33797	-10.74920	-1.15283	-0.66129	12.88781	14.79444	-9.42503	-7.91203	-0.02085	0.49745	10.63825	11.45769	-7.46646	-10.40436	0.10022	16.66875	-9.05826	-0.15264	0.12968	13.22376	13.34177	-11.14874	-9.45424	-0.19602	15.65202	-9.45407	0.91583	1.01237	9.90608	13.30078	-6.43086	-10.01700	0.18858	17.02736	-9.95197	1.25178	0.42673	13.35634	12.55934	-9.25175	-7.25247
19	-0.58618	0.67655	14.80188	1.14293	-8.54280	1.09781	0.34813	0.65971	12.14112	1.27379	-8.21653	2.07257	-0.34297	-1.86673	15.41202	16.14360	-9.35939	-9.48479	-1.12926	11.92912	-8.19886	-0.58253	0.62460	14.70010	14.96195	-8.86773	-6.56457	0.28566	0.09103	12.40051	11.09076	-7.95317	-8.65907	-0.58350	-0.85850	-0.45708	13.13685	13.21711	14.60742	-8.53881	-8.46351	-8.99882	0.32145	-0.94104	12.56180	15.08567	-9.10551	-10.63567	-0.25430	-0.96838	15.48957	14.68206	-8.77674	-8.19054	0.80947	11.69939	-6.49100	0.28571	-0.74097	16.01950	14.46401	-8.00679	-8.90150	0.69159	0.97635	10.94168	10.01218	-5.19465	-5.80545	-0.47553	-1.85488	14.16056	14.14192	-7.18697	-5.53909	1.25993	1.51699	11.01934	11.94569	-6.46027	-5.55996	-0.60530	15.97142	-9.48021	0.08001	14.27942	-12.83411	-1.80396	-0.28204	12.83045	13.79170	-9.04134	-7.80344	0.43473	-0.04211	12.15764	12.94011	-5.99045	-10.38264	-1.14276	-0.58681	13.38910	14.82715	-9.32862	-7.91218	-0.09078	0.26997	10.81949	11.67854	-7.26131	-9.92615	0.24936	16.70319	-9.10808	-0.21107	0.07226	13.14484	13.25321	-10.71931	-9.39034	-0.16836	15.62872	-9.77530	0.64971	0.89531	10.03219	12.82879	-6.62488	-9.56565	0.10518	16.56109	-10.07035	1.14833	0.22215	12.90197	12.24118	-9.29639	-6.49234
