	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_04_08_PC012_BAREFOOT_GAIT0004_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_6.c3d
	LHIP_MF_N	LHIP_MF_N	LKNEE_MF_N	LKNEE_MF_N	LANKLE_MF_N	LANKLE_MF_N	RHIP_MF_N	RHIP_MF_N	RKNEE_MF_N	RKNEE_MF_N	RANKLE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
1	-0.54719	0.14987	-0.29023	0.07455	-0.03969	0.01098	-0.08425	0.08472	-0.11478	0.03548	-0.01944	0.00952	-0.68323	-0.30636	-0.03219	-0.62458	-0.33314	-0.03322	-0.17007	-0.14309	-0.02061	-0.63924	-0.29990	-0.04124	-0.05729	-0.06321	-0.00563	-0.57041	-0.37638	-0.04782	-0.27154	-0.15720	-0.02721	-0.13133	-0.13116	-0.02558	-0.49415	-0.26842	-0.05644	0.02169	-0.12166	-0.02594
2	-0.55049	0.15253	-0.31910	0.08149	-0.04429	0.00951	-0.08414	0.10791	-0.11904	0.02760	-0.01238	0.00486	-0.69169	-0.34346	-0.03606	-0.63671	-0.39054	-0.04812	-0.17584	-0.15025	-0.00750	-0.62590	-0.32042	-0.04347	-0.06732	-0.08924	-0.00965	-0.55915	-0.38546	-0.04469	-0.26306	-0.16759	-0.03331	-0.15494	-0.13286	-0.01851	-0.52642	-0.30716	-0.06006	0.06156	-0.10380	-0.01385
3	-0.58042	0.14839	-0.36275	0.09150	-0.04917	0.01304	-0.10755	0.11065	-0.14307	0.03375	-0.00756	0.01163	-0.71824	-0.39441	-0.04250	-0.67920	-0.46637	-0.06561	-0.19164	-0.17879	0.00466	-0.62668	-0.34725	-0.04437	-0.08325	-0.12648	-0.01497	-0.57409	-0.41376	-0.03825	-0.29909	-0.19768	-0.03844	-0.19444	-0.16251	-0.01971	-0.58524	-0.35705	-0.06584	0.03915	-0.10450	-0.00021
4	-0.61819	0.14394	-0.41012	0.10306	-0.05050	0.02004	-0.12664	0.08347	-0.16933	0.04572	-0.00351	0.02264	-0.75268	-0.44607	-0.04809	-0.71832	-0.53781	-0.08086	-0.18777	-0.20444	0.01574	-0.64510	-0.37620	-0.04019	-0.10314	-0.16541	-0.01962	-0.60377	-0.45972	-0.02645	-0.34627	-0.23152	-0.03999	-0.19699	-0.20135	-0.02633	-0.64300	-0.40943	-0.06739	-0.01864	-0.10611	0.01615
5	-0.66676	0.14655	-0.46331	0.11625	-0.05048	0.02762	-0.11746	0.04533	-0.18814	0.06015	-0.00133	0.03015	-0.80737	-0.50232	-0.05379	-0.77396	-0.61070	-0.09362	-0.15895	-0.22889	0.02140	-0.68000	-0.41178	-0.03449	-0.13613	-0.20235	-0.02240	-0.64309	-0.51835	-0.01420	-0.39444	-0.26685	-0.04009	-0.12117	-0.22183	-0.03185	-0.70170	-0.46987	-0.06669	-0.05358	-0.09950	0.02755
6	-0.70868	0.15452	-0.51373	0.12821	-0.05049	0.03305	-0.07771	0.06753	-0.19122	0.07492	-0.00251	0.03025	-0.86301	-0.55765	-0.05917	-0.83532	-0.67626	-0.10304	-0.10823	-0.24565	0.02101	-0.69457	-0.44676	-0.03056	-0.15823	-0.22451	-0.02317	-0.67690	-0.56811	-0.00639	-0.43195	-0.29931	-0.04005	-0.02935	-0.21414	-0.03361	-0.75031	-0.53426	-0.06372	-0.01504	-0.08058	0.02572
7	-0.73874	0.16679	-0.55521	0.13605	-0.05134	0.03556	-0.02866	0.09415	-0.17903	0.08361	-0.00663	0.02488	-0.91004	-0.60895	-0.06375	-0.89558	-0.72895	-0.10923	-0.05529	-0.25352	0.01741	-0.68131	-0.47835	-0.03079	-0.14603	-0.22140	-0.02250	-0.69043	-0.58893	-0.00440	-0.46202	-0.32991	-0.04028	0.01383	-0.17891	-0.03301	-0.79307	-0.59615	-0.05958	0.07285	-0.06229	0.01157
8	-0.76250	0.18390	-0.58530	0.14030	-0.05255	0.03595	0.01122	0.11168	-0.15780	0.08596	-0.01024	0.01928	-0.95785	-0.65788	-0.06690	-0.94976	-0.76540	-0.11214	-0.01468	-0.25092	0.01413	-0.66277	-0.50793	-0.03482	-0.11367	-0.19694	-0.01980	-0.67935	-0.57139	-0.00535	-0.49078	-0.36052	-0.04027	0.01668	-0.13177	-0.03029	-0.83446	-0.64868	-0.05585	0.15654	-0.05157	-0.00500
9	-0.78498	0.20376	-0.60410	0.14625	-0.05341	0.03509	0.03450	0.12648	-0.13575	0.08353	-0.01110	0.01705	-1.01542	-0.70673	-0.06819	-0.99542	-0.78464	-0.11185	0.01017	-0.23523	0.01292	-0.65696	-0.53306	-0.04042	-0.09291	-0.16505	-0.01389	-0.65683	-0.52273	-0.00706	-0.51894	-0.39106	-0.03902	0.01124	-0.10207	-0.02731	-0.86629	-0.68634	-0.05395	0.20950	-0.04066	-0.01612
10	-0.80825	0.22541	-0.61323	0.15813	-0.05349	0.03373	0.03975	0.13835	-0.12024	0.07705	-0.00986	0.01862	-1.08605	-0.75601	-0.06780	-1.03465	-0.78860	-0.10896	0.02572	-0.21104	0.01405	-0.66866	-0.54816	-0.04538	-0.09437	-0.13748	-0.00489	-0.63557	-0.45939	-0.00843	-0.54214	-0.42033	-0.03586	-0.00506	-0.10766	-0.02792	-0.88245	-0.70690	-0.05450	0.23270	-0.02478	-0.02069
11	-0.83238	0.25116	-0.61582	0.17447	-0.05276	0.03275	0.03624	0.14741	-0.11586	0.07468	-0.00836	0.02373	-1.16878	-0.80410	-0.06659	-1.07196	-0.78285	-0.10456	0.04077	-0.18905	0.01672	-0.68843	-0.55001	-0.04878	-0.10872	-0.11945	0.00602	-0.61965	-0.39913	-0.00788	-0.55717	-0.44729	-0.03179	-0.02451	-0.14233	-0.03419	-0.88830	-0.71156	-0.05699	0.23741	-0.01261	-0.02201
12	-0.84992	0.28381	-0.61576	0.18973	-0.05185	0.03217	0.03476	0.14981	-0.12278	0.07785	-0.00748	0.03103	-1.25742	-0.84827	-0.06581	-1.09864	-0.77199	-0.09935	0.05530	-0.17773	0.01917	-0.70820	-0.54160	-0.05037	-0.12532	-0.11226	0.01741	-0.57894	-0.35607	-0.00554	-0.56743	-0.47196	-0.02949	-0.02105	-0.18443	-0.04400	-0.88887	-0.70468	-0.06051	0.23013	-0.01671	-0.02250
13	-0.85643	0.32438	-0.61657	0.20116	-0.05148	0.03163	0.03340	0.14505	-0.13879	0.07784	-0.00675	0.03767	-1.34486	-0.88638	-0.06617	-1.10753	-0.76227	-0.09416	0.06395	-0.17969	0.01971	-0.72057	-0.53010	-0.05095	-0.13620	-0.11559	0.02798	-0.50243	-0.33404	-0.00278	-0.57418	-0.49351	-0.03064	-0.00607	-0.21886	-0.05281	-0.88899	-0.69313	-0.06416	0.21191	-0.04103	-0.02190
14	-0.85433	0.36783	-0.61966	0.21119	-0.05193	0.03123	0.02569	0.13546	-0.16059	0.07248	-0.00557	0.04175	-1.42230	-0.91766	-0.06752	-1.10493	-0.76011	-0.08999	0.06780	-0.19277	0.01777	-0.71240	-0.52292	-0.05188	-0.13605	-0.12823	0.03689	-0.41458	-0.32076	-0.00047	-0.57852	-0.51204	-0.03451	-0.01440	-0.24337	-0.05740	-0.89326	-0.68450	-0.06721	0.18541	-0.07799	-0.01954
15	-0.84516	0.40573	-0.62384	0.22473	-0.05310	0.03137	0.01340	0.12412	-0.18507	0.06595	-0.00377	0.04350	-1.47949	-0.94303	-0.06940	-1.09617	-0.76679	-0.08801	0.07103	-0.21215	0.01428	-0.67935	-0.52355	-0.05385	-0.12456	-0.14853	0.04402	-0.33380	-0.29550	0.00143	-0.58766	-0.53035	-0.03923	-0.04802	-0.26373	-0.05789	-0.89447	-0.68380	-0.06952	0.15515	-0.11586	-0.01551
16	-0.82947	0.43085	-0.62691	0.24529	-0.05482	0.03241	0.00132	0.11498	-0.21026	0.06284	-0.00135	0.04436	-1.51050	-0.96455	-0.07165	-1.07756	-0.77871	-0.08913	0.07386	-0.23272	0.01136	-0.63129	-0.52962	-0.05654	-0.10433	-0.17343	0.04985	-0.27372	-0.24697	0.00341	-0.60160	-0.55047	-0.04366	-0.08863	-0.28775	-0.05652	-0.88213	-0.69115	-0.07133	0.12438	-0.14716	-0.01010
17	-0.80845	0.43910	-0.62757	0.27121	-0.05682	0.03436	-0.00516	0.10662	-0.23350	0.06550	0.00181	0.04508	-1.51452	-0.98356	-0.07444	-1.04440	-0.78986	-0.09274	0.07490	-0.25071	0.01120	-0.57896	-0.53506	-0.05945	-0.07357	-0.19628	0.05444	-0.24598	-0.18310	0.00606	-0.61188	-0.57199	-0.04756	-0.11809	-0.31763	-0.05484	-0.85496	-0.70187	-0.07277	0.09613	-0.16939	-0.00355
18	-0.78243	0.43336	-0.62540	0.29581	-0.05875	0.03687	0.00099	0.09657	-0.24990	0.07367	0.00568	0.04521	-1.49360	-0.99942	-0.07824	-0.99906	-0.79426	-0.09676	0.07633	-0.26337	0.01473	-0.52601	-0.53340	-0.06235	-0.02251	-0.20638	0.05704	-0.24234	-0.12280	0.00965	-0.61617	-0.59341	-0.05111	-0.12594	-0.34786	-0.05269	-0.81743	-0.70912	-0.07365	0.07606	-0.18201	0.00362
19	-0.75055	0.42076	-0.61912	0.31252	-0.06024	0.03949	0.02527	0.09412	-0.25315	0.08479	0.00994	0.04410	-1.45179	-1.00968	-0.08370	-0.94790	-0.78640	-0.09907	0.08316	-0.26841	0.02116	-0.47359	-0.51953	-0.06496	0.06132	-0.19166	0.05726	-0.24124	-0.08056	0.01392	-0.61656	-0.61113	-0.05403	-0.11528	-0.36704	-0.04896	-0.77219	-0.70745	-0.07360	0.07188	-0.18546	0.01031
20	-0.71432	0.40444	-0.60641	0.31824	-0.06103	0.04186	0.06797	0.11455	-0.23904	0.09702	0.01416	0.04167	-1.39539	-1.01009	-0.09118	-0.89233	-0.76076	-0.09851	0.09924	-0.26441	0.02848	-0.42604	-0.49148	-0.06681	0.17764	-0.14539	0.05591	-0.23506	-0.06015	0.01805	-0.61683	-0.62139	-0.05540	-0.09314	-0.36399	-0.04293	-0.72024	-0.69458	-0.07234	0.08814	-0.18237	0.01517
21	-0.67744	0.38295	-0.58517	0.31251	-0.06097	0.04384	0.12617	0.15399	-0.20816	0.11292	0.01760	0.03847	-1.32959	-0.99400	-0.09983	-0.82785	-0.71344	-0.09514	0.12665	-0.25199	0.03461	-0.38581	-0.45065	-0.06736	0.31405	-0.06942	0.05434	-0.23335	-0.05813	0.02134	-0.62334	-0.62387	-0.05488	-0.06313	-0.33492	-0.03532	-0.66466	-0.67094	-0.06993	0.12711	-0.17633	0.01679
22	-0.63966	0.35535	-0.55424	0.29579	-0.06001	0.04512	0.19719	0.19700	-0.16612	0.13627	0.01952	0.03554	-1.25313	-0.95293	-0.10705	-0.74914	-0.64435	-0.08994	0.16571	-0.23418	0.03811	-0.34828	-0.40078	-0.06638	0.45737	0.02513	0.05353	-0.24327	-0.06901	0.02328	-0.63595	-0.62033	-0.05317	-0.02106	-0.28648	-0.02804	-0.60819	-0.63807	-0.06681	0.18674	-0.16897	0.01449
23	-0.59732	0.32336	-0.51402	0.26945	-0.05824	0.04503	0.27371	0.22993	-0.12277	0.16060	0.01981	0.03411	-1.16276	-0.88119	-0.10987	-0.65190	-0.55720	-0.08424	0.21504	-0.21489	0.03857	-0.30880	-0.34707	-0.06419	0.58746	0.11357	0.05449	-0.26283	-0.08784	0.02354	-0.64867	-0.61347	-0.05127	0.03620	-0.23117	-0.02283	-0.54895	-0.59735	-0.06342	0.25615	-0.15859	0.00902
24	-0.54750	0.29066	-0.46664	0.23719	-0.05589	0.04339	0.34863	0.24807	-0.08617	0.17447	0.01919	0.03451	-1.05773	-0.78057	-0.10735	-0.53583	-0.45923	-0.07924	0.27208	-0.19723	0.03644	-0.26830	-0.29446	-0.06145	0.69410	0.17328	0.05764	-0.28598	-0.11042	0.02242	-0.65433	-0.60528	-0.04967	0.10636	-0.17861	-0.01975	-0.48281	-0.54987	-0.06009	0.32198	-0.14211	0.00243
25	-0.48883	0.25960	-0.41474	0.20504	-0.05336	0.04090	0.41771	0.25293	-0.05798	0.17452	0.01859	0.03568	-0.93489	-0.65922	-0.10122	-0.40638	-0.35960	-0.07566	0.33276	-0.18306	0.03244	-0.22921	-0.24570	-0.05884	0.77650	0.20041	0.06202	-0.30914	-0.13249	0.02083	-0.64635	-0.59490	-0.04815	0.18464	-0.13081	-0.01719	-0.40702	-0.49654	-0.05709	0.37694	-0.11846	-0.00291
26	-0.42256	0.23441	-0.36080	0.18001	-0.05101	0.03853	0.48008	0.24733	-0.03472	0.16635	0.01878	0.03621	-0.79717	-0.52999	-0.09392	-0.27406	-0.26675	-0.07386	0.39406	-0.17265	0.02745	-0.19048	-0.20051	-0.05689	0.83705	0.20727	0.06622	-0.32844	-0.14917	0.01964	-0.62198	-0.57998	-0.04637	0.26721	-0.08356	-0.01329	-0.32325	-0.43837	-0.05466	0.42198	-0.08995	-0.00527
27	-0.35300	0.21808	-0.30669	0.16566	-0.04908	0.03693	0.53668	0.23482	-0.01233	0.15824	0.02010	0.03561	-0.65440	-0.40627	-0.08706	-0.15203	-0.18645	-0.07386	0.45483	-0.16457	0.02228	-0.15049	-0.15634	-0.05559	0.88049	0.20943	0.06964	-0.34256	-0.15709	0.01938	-0.58118	-0.55773	-0.04450	0.35001	-0.03394	-0.00766	-0.23731	-0.37625	-0.05286	0.46139	-0.06024	-0.00388
28	-0.28467	0.20871	-0.25330	0.15926	-0.04750	0.03627	0.58601	0.21759	0.01084	0.15467	0.02263	0.03440	-0.51537	-0.29696	-0.08129	-0.04919	-0.12034	-0.07540	0.51456	-0.15610	0.01766	-0.10954	-0.11123	-0.05425	0.90729	0.21606	0.07268	-0.35339	-0.15484	0.02012	-0.52406	-0.52537	-0.04260	0.42574	0.01466	-0.00137	-0.15648	-0.31104	-0.05160	0.49645	-0.03127	0.00157
29	-0.22066	0.20360	-0.20107	0.15539	-0.04604	0.03628	0.62463	0.19550	0.03412	0.15409	0.02632	0.03324	-0.38946	-0.20571	-0.07645	0.03472	-0.06615	-0.07793	0.57318	-0.14398	0.01428	-0.07023	-0.06732	-0.05187	0.91319	0.22838	0.07576	-0.35887	-0.14090	0.02144	-0.45303	-0.48244	-0.04064	0.48830	0.05472	0.00395	-0.08712	-0.24390	-0.05077	0.52385	-0.00263	0.01129
30	-0.16395	0.19945	-0.15127	0.14970	-0.04446	0.03662	0.64986	0.17111	0.05631	0.15202	0.03096	0.03268	-0.28518	-0.13201	-0.07202	0.09984	-0.02153	-0.08063	0.63004	-0.12588	0.01256	-0.03535	-0.03104	-0.04788	0.89772	0.24248	0.07873	-0.35617	-0.11528	0.02309	-0.37376	-0.43138	-0.03909	0.53449	0.08144	0.00757	-0.03310	-0.17640	-0.05027	0.53718	0.02721	0.02499
31	-0.11615	0.19301	-0.10620	0.13975	-0.04268	0.03731	0.66191	0.15188	0.07688	0.14532	0.03618	0.03305	-0.20539	-0.07345	-0.06767	0.14714	0.01446	-0.08273	0.68188	-0.10057	0.01255	-0.00884	-0.01091	-0.04251	0.86836	0.25325	0.08087	-0.34332	-0.08144	0.02559	-0.29223	-0.37510	-0.03871	0.56526	0.09694	0.00986	0.00574	-0.11074	-0.05006	0.53212	0.05790	0.04142
32	-0.07678	0.18480	-0.06830	0.12557	-0.04066	0.03860	0.66322	0.14509	0.09627	0.13313	0.04151	0.03437	-0.14882	-0.02831	-0.06348	0.18460	0.04258	-0.08387	0.72468	-0.06722	0.01419	0.00489	-0.01281	-0.03661	0.83468	0.25812	0.08163	-0.32194	-0.04589	0.02976	-0.21248	-0.31533	-0.03979	0.58453	0.10823	0.01159	0.03305	-0.05007	-0.04997	0.50898	0.08595	0.05860
33	-0.04473	0.17578	-0.03888	0.10978	-0.03830	0.04043	0.65390	0.15179	0.11499	0.11547	0.04683	0.03609	-0.11330	0.00408	-0.05970	0.21523	0.06253	-0.08355	0.75504	-0.02529	0.01801	0.00598	-0.03545	-0.03087	0.79875	0.25723	0.08127	-0.29286	-0.01414	0.03565	-0.13674	-0.25286	-0.04163	0.59278	0.12068	0.01341	0.05330	0.00256	-0.04972	0.46904	0.10733	0.07464
34	-0.02003	0.16559	-0.01770	0.09718	-0.03548	0.04207	0.63175	0.16637	0.13249	0.09313	0.05256	0.03754	-0.09559	0.02441	-0.05655	0.23608	0.07339	-0.08104	0.76757	0.02455	0.02520	-0.00388	-0.07051	-0.02528	0.75627	0.25163	0.08088	-0.25574	0.01160	0.04190	-0.06841	-0.18978	-0.04290	0.58877	0.13439	0.01549	0.06738	0.04469	-0.04898	0.41440	0.11937	0.08866
35	-0.00420	0.15692	-0.00386	0.09163	-0.03202	0.04261	0.59685	0.18228	0.14756	0.06913	0.05920	0.03847	-0.09047	0.03478	-0.05427	0.24718	0.07527	-0.07564	0.75714	0.07953	0.03691	-0.02247	-0.10660	-0.01934	0.70666	0.24256	0.08150	-0.21937	0.03142	0.04661	-0.01199	-0.13189	-0.04206	0.57461	0.14670	0.01768	0.07193	0.07385	-0.04739	0.34899	0.12144	0.10069
