	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_04_08_PC012_BAREFOOT_GAIT0004_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_6.c3d
7	14.79249	2.09098	32.10433	6.41162	35.98911	7.47181	13.11805	3.34151	10.38577	1.99145	24.86979	2.95279	24.77037	4.53043	6.79824	6.22957	13.55351	33.27190	37.24926	7.07422	15.81369	32.97844	34.81815	11.51156	7.94782	22.34435	24.47201	2.48931	15.38824	36.51918	42.62803	17.55946	11.04989	24.22711	26.56743	5.32485	12.14611	22.98720	23.83887	8.89050	10.98481	17.77124	25.18545	39.82037	31.74319	43.92472	14.63352	16.16578	10.39387	23.04065	29.77657	12.83801	13.27054	24.50991	29.02064	9.83456	11.00642	21.50622	19.12618	7.27870	14.96709	31.16567	31.76197	11.76507	11.10252	27.46110	18.45790	-2.58445	16.98814	29.25448	29.70444	14.51808	13.83645	31.23415	24.84721	-4.89377	11.96095	27.71908	31.47364	13.38288	7.51701	24.04436	26.48652	10.03800	17.04893	42.82387	48.92308	16.24884	7.65421	25.47920	26.70907	10.59810	15.74665	38.74527	45.09755	16.02279	9.97496	28.15072	32.95438	15.02764	14.01607	23.25830	25.52462	8.69978	11.61423	23.09269	19.23793	9.77378
8	15.12176	2.10840	31.05568	6.37998	34.84836	7.61730	14.44721	3.45419	10.65747	1.94554	24.49740	2.97396	25.07089	4.40900	7.64033	6.01855	14.09765	31.98279	35.14762	8.12529	16.28591	32.01526	33.74835	12.61761	8.27855	21.51428	24.27361	4.37298	15.72009	35.58553	41.63704	18.64558	11.27707	24.47133	27.74213	6.21552	12.50537	22.98720	24.79206	9.70371	11.19225	18.13825	24.07294	38.81178	30.56462	43.08149	15.56222	17.70337	10.70508	22.42431	29.26685	13.01841	13.72804	23.54947	27.76183	11.85682	11.18679	20.94611	19.33805	8.37704	15.17149	29.91990	30.50944	12.66073	11.13523	26.85739	18.50299	-1.87419	17.00810	28.34670	29.14446	15.62156	14.01963	31.01525	25.86049	-3.87900	12.11962	26.95572	30.42187	14.63840	7.99034	23.84377	26.62248	10.90482	17.36123	41.67500	48.07000	18.37694	7.94767	25.82694	27.59542	11.27598	16.31608	37.59660	44.23170	17.70371	10.15993	27.02106	32.30301	15.41544	14.32243	22.15653	23.86187	9.85434	12.02652	22.56375	19.48273	10.51295
9	15.28256	2.14791	30.14423	6.23120	33.94675	7.63139	15.49483	3.59999	10.87705	1.88466	24.02299	2.97113	25.14325	4.17792	8.23611	5.79560	14.50913	30.54984	32.97240	9.00018	16.63045	31.06932	32.71222	13.56891	8.58064	20.88866	24.22266	5.81117	15.82143	34.76999	41.00463	19.28989	11.41419	24.32635	28.34684	6.81498	12.80376	23.07857	25.63415	10.35754	11.28027	18.37883	23.33710	37.86830	29.78535	42.38923	16.11701	18.91445	10.92879	21.32502	28.35309	13.04792	14.04903	22.76078	26.88069	13.47956	11.33040	20.40287	19.50561	9.13612	15.16495	28.82570	29.29793	13.12766	10.99825	26.16800	18.49672	-1.15328	16.76873	27.74828	29.11034	16.58533	14.14243	30.61432	26.54188	-3.08953	12.05426	26.60560	29.98591	15.59637	8.33088	23.80937	26.88586	11.48940	17.63611	40.47640	47.14632	20.29471	8.32648	25.53851	27.41331	11.65047	16.68702	36.41352	43.36363	19.21028	10.43852	25.88001	31.34956	15.52996	14.41055	21.30589	22.71231	10.75366	12.35320	22.22119	19.82610	11.00245
10	15.30021	2.21128	29.34308	6.03726	33.24783	7.58722	16.27526	3.75135	11.06578	1.80871	23.45291	2.93961	25.00199	3.93713	8.67602	5.54925	14.80037	29.10825	30.89993	9.66621	16.83877	30.13571	31.70378	14.30890	8.83732	20.45920	24.37951	6.89451	15.70473	33.99627	40.53296	19.65443	11.51035	23.65548	28.22688	7.10928	13.04496	23.07508	26.20513	10.91727	11.29854	18.48660	22.87697	37.03592	29.26829	41.91271	16.45102	19.77434	11.12326	20.09104	27.20585	12.93775	14.19949	22.17547	26.48335	14.64665	11.47396	19.84851	19.54335	9.57692	15.01799	27.81606	28.10139	13.23955	10.75028	25.33785	18.36757	-0.29650	16.39376	27.30491	29.26073	17.39498	14.20275	29.97351	26.79993	-2.39232	11.80169	26.45370	29.84010	16.21967	8.58853	23.67472	27.06512	11.91977	17.90134	39.32697	46.25568	21.87590	8.82632	24.75857	26.32420	11.71777	16.84289	35.28508	42.62383	20.44891	10.78582	25.15519	30.67056	15.58568	14.31637	20.60165	22.09118	11.62253	12.58002	21.95285	20.23381	11.46608
11	15.22905	2.27539	28.57928	5.87809	32.66150	7.53779	16.83022	3.86194	11.25055	1.72763	22.83080	2.86314	24.70756	3.79545	9.04643	5.29859	15.00886	27.80540	29.06795	10.11418	16.93155	29.23976	30.73452	14.79434	9.03669	20.16293	24.71684	7.74050	15.43642	33.12863	39.91433	19.82314	11.61512	22.59015	27.47808	7.16892	13.24595	22.79978	26.38096	11.39937	11.33836	18.45908	22.43750	36.27777	28.72353	41.57873	16.67500	20.33597	11.33416	19.14871	26.15345	12.78594	14.18278	21.76302	26.56798	15.46333	11.65397	19.27371	19.41400	9.81000	14.81618	26.76997	26.92196	13.23540	10.50605	24.36916	18.05322	0.70753	16.03451	26.76963	29.27179	18.05744	14.21067	29.08068	26.63571	-1.70938	11.47224	26.19747	29.67428	16.54844	8.85293	23.25544	26.98643	12.28578	18.16893	38.32904	45.51270	23.04321	9.41924	23.95160	24.91668	11.63488	16.79578	34.30449	42.08938	21.32571	11.13737	24.89154	30.46851	15.71079	14.10393	19.92867	21.88091	12.54640	12.74386	21.61505	20.57932	11.97643
12	15.12848	2.31383	27.78125	5.78515	32.11230	7.49333	17.21643	3.89899	11.45580	1.64587	22.21668	2.73169	24.31967	3.77668	9.39566	5.07189	15.18434	26.74160	27.54345	10.35686	16.94685	28.40415	29.82633	15.02977	9.18527	19.92008	25.14226	8.45819	15.11397	32.05717	38.97728	19.78800	11.76858	21.40946	26.35518	7.15238	13.42703	22.17809	26.12987	11.78816	11.45831	18.30974	21.73903	35.46777	27.91870	41.19899	16.85594	20.66836	11.58163	18.72380	25.43499	12.68521	14.06026	21.47582	27.01573	16.12916	11.89157	18.71585	19.16387	9.98093	14.62819	25.64750	25.82140	13.34091	10.40034	23.33259	17.52038	1.79569	15.78784	25.94661	29.02343	18.63867	14.17462	27.96367	26.09272	-1.07558	11.17740	25.62682	29.43027	16.71778	9.19397	22.63401	26.63593	12.61533	18.42209	37.52786	44.96712	23.77295	10.03829	23.48544	23.79598	11.57428	16.58419	33.49453	41.72598	21.82630	11.44307	24.87052	30.53694	15.91700	13.86851	19.24615	21.89890	13.47244	12.90943	21.14999	20.70821	12.46066
13	15.04175	2.31360	26.92205	5.73561	31.54244	7.44490	17.49372	3.86239	11.69736	1.55803	21.65175	2.56585	23.86635	3.83055	9.73090	4.88663	15.37280	25.94784	26.33429	10.43348	16.93002	27.62956	28.99055	15.07031	9.31245	19.65372	25.52192	9.11611	14.83156	30.75034	37.74109	19.57613	11.98796	20.36688	25.12844	7.19159	13.60142	21.27768	25.52867	12.06651	11.66063	18.07031	20.67418	34.47319	26.79154	40.59675	17.02329	20.81186	11.86301	18.74267	25.01527	12.65914	13.94558	21.26592	27.60861	16.80878	12.19031	18.25352	18.88647	10.18811	14.47410	24.52488	24.88884	13.67549	10.54304	22.33405	16.78672	2.90895	15.64617	24.81315	28.51675	19.18353	14.09237	26.68939	25.25462	-0.59275	10.96739	24.72821	29.12478	16.89605	9.62443	22.05930	26.16287	12.89450	18.61755	36.87824	44.57010	24.11619	10.61243	23.36642	23.15726	11.60104	16.27221	32.77987	41.38329	22.02434	11.70963	24.81531	30.54688	16.16942	13.71265	18.59917	21.96264	14.30527	13.13391	20.61033	20.54069	12.83727
14	14.98956	2.27561	26.02330	5.67936	30.89956	7.37219	17.70642	3.77961	11.97977	1.45920	21.14777	2.39716	23.36153	3.90870	10.04681	4.75113	15.60011	25.39621	25.42191	10.40930	16.92850	26.90445	28.21173	14.99739	9.46212	19.31449	25.72225	9.73202	14.65141	29.27070	36.26504	19.27886	12.25435	19.57686	23.98906	7.32423	13.77139	20.27431	24.74660	12.24184	11.92272	17.77637	19.38105	33.22772	25.43416	39.70235	17.15994	20.80120	12.17273	18.94288	24.65310	12.68368	13.96006	21.06685	28.09210	17.56495	12.54780	17.96224	18.68605	10.47391	14.31852	23.49681	24.17298	14.24292	10.98116	21.45779	15.90448	4.02819	15.52873	23.52139	27.79898	19.66868	13.95841	25.36324	24.26334	-0.33612	10.82261	23.64838	28.69758	17.14583	10.10234	21.73030	25.79841	13.14511	18.70850	36.25573	44.19839	24.19553	11.11182	23.36724	22.79784	11.70571	15.94603	32.04235	40.87374	22.01591	11.98001	24.55324	30.30055	16.41540	13.71116	18.06800	21.92575	14.99653	13.43528	20.08289	20.11517	13.10088
15	14.97205	2.21745	25.12491	5.56701	30.15382	7.24805	17.87334	3.68180	12.29673	1.35737	20.70167	2.24570	22.82154	3.97386	10.33682	4.66019	15.86390	25.01434	24.77490	10.36741	16.98147	26.21757	27.45516	14.89452	9.67562	18.90655	25.67287	10.29495	14.58261	27.76076	34.62100	18.97559	12.51535	19.01459	23.02792	7.51815	13.93533	19.35962	23.98521	12.34908	12.21468	17.45937	18.12335	31.75347	24.03667	38.53043	17.24657	20.68472	12.52162	19.06653	24.10234	12.71545	14.16666	20.79472	28.26483	18.36849	12.96426	17.86404	18.63160	10.84035	14.10741	22.60203	23.64170	14.95213	11.68147	20.73936	14.94863	5.16908	15.35026	22.27767	26.96117	20.03670	13.78078	24.11002	23.28282	-0.30300	10.68816	22.56580	28.09993	17.38917	10.56421	21.64915	25.62221	13.39360	18.67420	35.51058	43.70204	24.13682	11.56296	23.30544	22.45679	11.87103	15.69583	31.19291	40.07479	21.88025	12.28107	24.07596	29.76744	16.58599	13.88010	17.68578	21.68320	15.54774	13.78138	19.62714	19.53908	13.27035
16	14.97570	2.17354	24.24799	5.37650	29.29371	7.05985	17.99368	3.57867	12.63398	1.27445	20.30532	2.11936	22.26663	3.99629	10.59624	4.59720	16.13799	24.70059	24.33789	10.39387	17.10382	25.55328	26.68492	14.82645	9.97355	18.47868	25.39312	10.78921	14.59063	26.38528	32.95110	18.69534	12.70491	18.57639	22.25707	7.71910	14.09759	18.65972	23.38632	12.43349	12.50052	17.15038	17.09641	30.14016	22.74058	37.12603	17.26690	20.50994	12.92641	19.00214	23.25893	12.71711	14.53331	20.39336	28.04939	19.13997	13.44442	17.92065	18.72485	11.26137	13.81624	21.81004	23.18593	15.66718	12.53935	20.17649	14.03345	6.36221	15.07307	21.18878	26.04597	20.23389	13.59307	23.03799	22.43570	-0.41677	10.52138	21.58952	27.31359	17.51172	10.96639	21.63756	25.47950	13.62899	18.53509	34.53732	42.95150	24.00711	12.01488	23.12938	22.01371	12.06825	15.58102	30.19831	38.96172	21.67997	12.60243	23.49081	29.03020	16.63874	14.16502	17.38289	21.17595	15.99178	14.11074	19.24874	18.92002	13.35688
17	14.98295	2.17374	23.37417	5.13496	28.31382	6.82273	18.06531	3.45901	12.97328	1.23366	19.95486	2.02315	21.73526	3.95829	10.83253	4.54654	16.38659	24.35080	24.02589	10.55964	17.27940	24.88698	25.87132	14.82532	10.34318	18.08345	24.96379	11.20912	14.62791	25.25054	31.40402	18.44650	12.77052	18.14636	21.65214	7.88540	14.26864	18.19179	22.96947	12.52899	12.74511	16.87635	16.29284	28.50315	21.54396	35.56229	17.22251	20.31492	13.38059	18.80168	22.19961	12.67674	14.95732	19.88024	27.51414	19.80831	13.99179	18.07766	18.93135	11.70127	13.47616	21.02684	22.67521	16.26383	13.41135	19.74854	13.31227	7.61718	14.71544	20.19413	25.00445	20.24265	13.45332	22.20708	21.77785	-0.55476	10.32027	20.68655	26.29361	17.45726	11.30629	21.49640	25.17301	13.83080	18.33986	33.31569	41.88078	23.81840	12.49621	22.90592	21.51896	12.26783	15.60830	29.08169	37.57754	21.45547	12.91548	22.93776	28.24306	16.59353	14.46272	17.02061	20.41265	16.36886	14.36875	18.90681	18.34638	13.40172
18	14.97905	2.21565	22.46560	4.90629	27.22470	6.57220	18.09516	3.30974	13.29695	1.24437	19.65215	1.97505	21.28568	3.84625	11.06565	4.49773	16.58119	23.88583	23.73533	10.90760	17.46941	24.19816	25.00203	14.89712	10.73769	17.73215	24.46850	11.55820	14.65467	24.34274	30.02138	18.25185	12.69736	17.65094	21.19527	8.00794	14.45555	17.87217	22.65812	12.64895	12.93065	16.64996	15.56299	26.95429	20.37331	33.94342	17.15069	20.13367	13.84297	18.58375	21.12799	12.61351	15.32552	19.34662	26.82929	20.35554	14.59834	18.29889	19.21884	12.12930	13.15592	20.13679	22.00718	16.65987	14.15756	19.42841	12.93402	8.88780	14.32632	19.14319	23.80057	20.09293	13.42796	21.62664	21.32351	-0.59039	10.11720	19.70744	25.00313	17.21762	11.61217	21.14613	24.62733	13.98786	18.13461	31.90875	40.50534	23.55705	12.99440	22.75153	21.13873	12.48597	15.73737	27.91595	36.01939	21.22638	13.20273	22.51724	27.54868	16.51362	14.66574	16.48440	19.45609	16.69159	14.53973	18.56582	17.90151	13.47938
19	14.95318	2.26948	21.50720	4.74596	26.05464	6.35073	18.09528	3.13115	13.59209	1.29872	19.39807	1.99752	20.96551	3.64332	11.31005	4.44006	16.71227	23.26690	23.36296	11.44473	17.62681	23.48924	24.09784	15.03939	11.09139	17.38174	23.95618	11.84286	14.64810	23.56686	28.75285	18.14051	12.52147	17.09199	20.89547	8.11835	14.65576	17.58503	22.36431	12.79199	13.06258	16.46737	14.80882	25.56909	19.21007	32.36171	17.10719	19.99463	14.25215	18.41952	20.24503	12.55868	15.56362	18.89432	26.14351	20.80256	15.23792	18.56601	19.56779	12.52823	12.91550	19.06886	21.07645	16.81151	14.68361	19.19870	12.98233	10.07846	13.95368	17.93655	22.47000	19.84289	13.56684	21.27805	21.07787	-0.44667	9.94812	18.52896	23.47187	16.80631	11.91202	20.64524	23.89264	14.08578	17.93846	30.42545	38.91010	23.21306	13.46009	22.71872	21.00373	12.75236	15.90290	26.79230	34.42585	21.00437	13.46998	22.24478	26.97539	16.45220	14.69874	15.73909	18.37243	16.93625	14.66179	18.24896	17.65989	13.64829
20	14.89722	2.30587	20.51409	4.67343	24.82802	6.19467	18.07280	2.94302	13.85233	1.38126	19.18736	2.08300	20.78508	3.34576	11.56681	4.36421	16.78682	22.49836	22.82693	12.13510	17.70807	22.78155	23.20688	15.25063	11.34720	16.96774	23.45061	12.07781	14.59883	22.83705	27.55943	18.11541	12.32243	16.54370	20.77970	8.27766	14.85822	17.25733	22.05476	12.95582	13.14953	16.31660	14.06574	24.34716	18.13354	30.85183	17.14463	19.91522	14.55620	18.28618	19.63596	12.53570	15.65201	18.54943	25.47018	21.15495	15.86724	18.86991	19.97904	12.89816	12.77905	17.80499	19.74881	16.69374	14.96921	19.06818	13.42959	11.09637	13.61986	16.58746	21.07145	19.55392	13.88157	21.14411	21.05914	-0.12437	9.83304	17.13563	21.74018	16.24470	12.20289	20.10434	23.08593	14.12198	17.74205	28.96931	37.21398	22.80375	13.83535	22.74718	21.08111	13.05913	16.03929	25.76818	32.91607	20.80227	13.72862	22.04088	26.42998	16.42136	14.54145	14.82426	17.19702	17.05929	14.80670	18.03136	17.65001	13.91527
21	14.80770	2.31038	19.50384	4.67914	23.55406	6.12710	18.02351	2.78444	14.07874	1.47788	19.00893	2.18918	20.72082	2.98738	11.83211	4.27003	16.81187	21.62075	22.08951	12.89462	17.68244	22.08728	22.37791	15.53092	11.48518	16.45353	22.97247	12.29084	14.50988	22.11796	26.44110	18.14045	12.19579	16.10970	20.86452	8.54477	15.04811	16.88621	21.76241	13.14547	13.18320	16.18735	13.42152	23.22536	17.27365	29.40817	17.29825	19.90046	14.73742	18.11401	19.27377	12.56369	15.61384	18.22804	24.71857	21.37926	16.43497	19.19127	20.46173	13.25280	12.74344	16.33716	17.90908	16.27925	15.07390	19.05602	14.12085	11.89347	13.31975	15.17450	19.64518	19.27604	14.33999	21.22342	21.29982	0.31399	9.77702	15.58805	19.80827	15.54499	12.44747	19.59902	22.33368	14.12246	17.52358	27.59370	35.50770	22.36319	14.09326	22.69951	21.20255	13.37334	16.10099	24.83782	31.54153	20.64427	13.97565	21.78640	25.80419	16.40483	14.23903	13.81391	15.92809	17.03045	15.03443	17.97917	17.83309	14.24757
22	14.68870	2.27952	18.47470	4.74729	22.23405	6.17338	17.93488	2.70719	14.28130	1.57608	18.85357	2.28309	20.73556	2.64190	12.10505	4.16603	16.77847	20.69706	21.18021	13.60906	17.53893	21.39560	21.64520	15.87762	11.53646	15.85633	22.54991	12.51930	14.39944	21.40999	25.39970	18.15518	12.21360	15.86466	21.13452	8.94749	15.21426	16.52164	21.55715	13.36730	13.14584	16.07251	12.91702	22.13808	16.72752	28.03298	17.57738	19.94148	14.82176	17.88199	19.10042	12.66249	15.48944	17.78308	23.81372	21.42749	16.89525	19.47941	20.99430	13.60482	12.79901	14.64903	15.50363	15.53930	15.11634	19.14862	14.82605	12.48006	13.03632	13.76324	18.21670	19.04126	14.87740	21.51052	21.82046	0.78989	9.77648	13.95913	17.66508	14.72150	12.60849	19.14352	21.69993	14.12276	17.26926	26.28901	33.81891	21.92072	14.25331	22.47342	21.22481	13.67437	16.07194	23.94725	30.29913	20.56299	14.19175	21.40937	25.06994	16.38567	13.88673	12.74797	14.50578	16.84457	15.36567	18.09976	18.11367	14.60137
23	14.55157	2.21272	17.41009	4.87388	20.86883	6.37507	17.79732	2.75965	14.47707	1.66029	18.72014	2.36956	20.79815	2.40564	12.38916	4.05856	16.66198	19.79006	20.19316	14.18635	17.28842	20.69127	21.03748	16.28301	11.57157	15.24103	22.22002	12.79916	14.29582	20.71562	24.40060	18.10571	12.39303	15.81851	21.54483	9.47356	15.35631	16.21911	21.49321	13.62049	13.02944	15.96314	12.51481	21.05711	16.50304	26.74912	17.97418	20.01578	14.87054	17.64274	19.07671	12.84399	15.31467	17.08933	22.72123	21.26702	17.21740	19.66342	21.51456	13.94890	12.94680	12.75543	12.55910	14.45234	15.22290	19.27815	15.34074	12.91464	12.75029	12.36718	16.80886	18.86967	15.41794	21.95601	22.58895	1.26502	9.83078	12.29578	15.32390	13.81365	12.69271	18.71638	21.15940	14.14753	16.98854	25.01342	32.13582	21.50375	14.36826	22.11071	21.16771	13.96759	15.96032	23.03811	29.17518	20.58282	14.35922	20.93323	24.29433	16.36514	13.58868	11.59294	12.81849	16.51352	15.77785	18.34227	18.37917	14.93471
24	14.41067	2.11210	16.30095	5.05976	19.46699	6.76447	17.61471	2.96734	14.68205	1.71102	18.61052	2.46308	20.89188	2.34807	12.68898	3.94300	16.44064	18.94060	19.24988	14.60653	16.95772	19.97643	20.58421	16.73724	11.66826	14.69692	22.02625	13.15312	14.22084	20.01634	23.37572	17.97264	12.69173	15.91789	22.03062	10.07442	15.48747	15.99355	21.56307	13.89622	12.84800	15.84520	12.14356	19.98101	16.53763	25.57648	18.46561	20.09548	14.95528	17.45253	19.17631	13.09737	15.11591	16.10606	21.38383	20.89568	17.38285	19.67174	21.95219	14.26695	13.19680	10.75672	9.21596	13.02966	15.46364	19.36521	15.56729	13.25223	12.44537	10.96135	15.45258	18.77651	15.89602	22.44177	23.49166	1.76875	9.94777	10.62732	12.84221	12.88262	12.75973	18.31453	20.67335	14.21154	16.71219	23.73781	30.44590	21.14633	14.49593	21.77887	21.17935	14.27623	15.78373	22.08515	28.17491	20.71270	14.48345	20.45750	23.59768	16.36393	13.41384	10.27901	10.76454	16.05549	16.21823	18.62525	18.55290	15.21796
25	14.27698	1.98897	15.16096	5.29072	18.05522	7.32382	17.40566	3.32073	14.90259	1.71148	18.52195	2.55215	21.01239	2.44299	13.00678	3.80805	16.11987	18.15968	18.44683	14.91740	16.57857	19.26925	20.30638	17.23291	11.87644	14.30782	22.01317	13.58541	14.17589	19.27862	22.25994	17.76394	13.03153	16.06785	22.51135	10.68125	15.63092	15.81544	21.69726	14.18032	12.62656	15.70129	11.73090	18.89968	16.73304	24.50393	19.02415	20.15794	15.13042	17.31587	19.36619	13.39483	14.91602	14.87765	19.71019	20.33118	17.37659	19.44392	22.26078	14.54436	13.54835	8.83306	5.74422	11.33789	15.82376	19.39034	15.55820	13.51989	12.11063	9.52274	14.20647	18.77295	16.27112	22.80499	24.35457	2.36538	10.13377	9.00042	10.33874	12.00454	12.88569	17.98332	20.25875	14.32818	16.47436	22.47331	28.76180	20.88460	14.67040	21.63902	21.39463	14.62072	15.55522	21.10383	27.32277	20.95034	14.59854	20.10203	23.09873	16.41054	13.38321	8.78233	8.32835	15.49005	16.63308	18.87088	18.62264	15.44374
26	14.15450	1.86724	14.02086	5.52760	16.67949	7.96809	17.19624	3.77863	15.13417	1.65708	18.44296	2.61026	21.15466	2.58513	13.34116	3.64854	15.73991	17.43356	17.81618	15.17913	16.17767	18.58573	20.20174	17.76493	12.20038	14.12382	22.20905	14.08334	14.14914	18.46984	20.99899	17.48133	13.33692	16.16779	22.90373	11.23051	15.81185	15.64284	21.80472	14.45614	12.37770	15.51689	11.19998	17.76885	16.96466	23.47058	19.63210	20.19335	15.41728	17.20503	19.60020	13.71364	14.74277	13.48069	17.62405	19.58694	17.18562	18.94323	22.42413	14.77559	13.97328	7.18732	2.52218	9.51366	16.22916	19.39404	15.47986	13.74957	11.74223	8.06404	13.16077	18.87267	16.53120	22.90919	25.01114	3.09247	10.37929	7.49351	7.98139	11.25251	13.11568	17.78574	19.96445	14.49826	16.29250	21.26686	27.13343	20.73946	14.89854	21.72985	21.81990	14.99726	15.27813	20.12902	26.64260	21.28763	14.75726	19.94306	22.85535	16.52998	13.48445	7.17088	5.63733	14.85122	16.99203	19.02798	18.62875	15.62600
