	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_04_08_PC012_BAREFOOT_GAIT0004_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_6.c3d
7	-6.14878	1.17120	-11.12259	3.51121	1.09678	1.33414	6.02561	2.36675	15.13874	4.47734	-1.74903	1.55397	-6.10936	-14.17813	1.05802	-7.58830	-13.83827	0.90410	4.18842	16.04767	-2.86367	-4.22881	-12.87171	2.70110	3.32576	19.41876	-4.32775	2.27188	19.94641	-3.57144	-5.63071	-6.36113	-12.73855	-15.96240	1.82636	2.82436	4.76124	19.70487	-0.74544	-8.76362	-14.41937	-0.27504	6.14240	16.90899	-1.44177	-6.15779	-7.66569	-1.01377	9.94749	6.67628	-0.04662	-5.18273	-6.88492	-0.45102	8.20604	8.04236	-0.51547	-6.45461	-8.79378	-0.32006	6.75762	13.69741	-2.52753	-6.40508	-7.51296	1.55691	6.58414	15.14692	-2.91323	-5.68945	-5.84183	2.46913	8.86119	17.69949	0.24063	-5.21376	-12.76351	1.88128	5.23556	13.23694	-0.52702
8	-6.31473	1.13723	-10.72745	3.31962	0.10538	0.92918	6.09055	2.27197	15.40784	4.49535	-1.70945	1.24447	-6.23852	-13.70212	-0.25629	-7.47624	-13.40618	-0.06360	4.15428	15.91888	-3.21484	-4.21748	-12.02585	1.36129	3.39405	19.72120	-3.58262	2.37076	20.41220	-3.43351	-5.79722	-6.73373	-12.13438	-15.04902	0.42413	0.86610	5.00772	20.03627	-0.74115	-8.58918	-13.85436	-0.39176	6.31665	17.04471	-1.20481	-6.34062	-7.58494	-1.72027	9.68845	6.93246	-0.24201	-5.21318	-7.00310	-0.47302	7.94157	8.19898	-0.66896	-6.99497	-8.69712	-0.70590	6.55804	13.73474	-2.38999	-6.72909	-7.39324	0.54985	6.71299	15.40502	-1.70358	-6.11586	-5.21819	0.04986	9.00615	17.86710	-0.46863	-5.33069	-12.66092	1.62417	5.84544	14.21467	-1.15386
9	-6.40823	1.12360	-10.48428	3.14360	-0.15791	1.05789	6.18091	2.17757	15.64764	4.47882	-1.75178	1.00056	-6.20937	-13.25418	-1.36246	-7.31933	-13.11828	-0.56624	4.17151	15.90224	-3.47363	-4.26362	-11.55150	1.22315	3.65660	19.82857	-2.90504	2.51905	20.78267	-3.11791	-5.85319	-7.05449	-11.79430	-14.30394	0.12493	-0.40272	5.12100	20.20712	-1.46897	-8.42060	-13.45451	-0.11232	6.54465	17.25039	-0.97318	-6.28060	-7.58504	-1.39049	9.51107	7.21134	-0.31189	-5.17382	-7.43231	0.81821	7.69114	8.39686	-0.93947	-7.32191	-8.90695	0.39298	6.43576	13.79990	-1.87709	-7.01417	-7.32619	-0.18987	6.82553	15.57406	-1.32041	-6.52172	-4.66259	-1.92680	9.08440	18.06935	-1.57465	-5.46590	-12.42156	1.49673	6.42928	15.10153	-1.30729
10	-6.43327	1.13863	-10.35117	3.01523	0.13885	1.84558	6.25682	2.08792	15.83173	4.40306	-1.90353	1.01210	-6.05555	-12.85102	-2.22313	-7.12929	-12.91077	-0.66896	4.18651	15.94709	-3.62300	-4.34277	-11.38317	2.21453	4.07137	19.80786	-2.69186	2.68457	21.00173	-2.82639	-5.75494	-7.30498	-11.67094	-13.80490	0.75830	-0.73148	5.07201	20.23567	-2.54124	-8.30448	-13.17920	0.36292	6.76913	17.48708	-0.84687	-5.96373	-7.56608	-0.53382	9.41780	7.55600	-0.25807	-5.08166	-8.00408	2.76072	7.45708	8.64065	-1.17464	-7.43355	-9.30740	2.40696	6.34879	13.89721	-1.58693	-7.25852	-7.21868	-0.81049	6.88683	15.69268	-1.97461	-6.90520	-4.24134	-3.17736	9.06725	18.11592	-2.36709	-5.66459	-12.07640	1.30804	6.86364	15.76707	-1.04818
11	-6.41342	1.19813	-10.25433	2.94231	0.63845	2.57473	6.28756	2.00637	15.94238	4.26025	-2.13379	1.19070	-5.82744	-12.51918	-2.81999	-6.91951	-12.69893	-0.53685	4.17695	16.00081	-3.67870	-4.44236	-11.31909	3.66341	4.56523	19.73600	-2.99275	2.85432	21.06113	-2.78231	-5.54830	-7.47535	-11.62083	-13.55349	1.66101	-0.15054	4.86571	20.13480	-3.37335	-8.24793	-12.98991	0.91988	6.93475	17.68600	-0.84785	-5.44701	-7.47608	0.25987	9.39062	7.98063	-0.18897	-4.97655	-8.46231	4.35482	7.25083	8.93341	-1.30564	-7.40860	-9.69179	4.23915	6.24623	14.02073	-1.92051	-7.47008	-7.05079	-1.33295	6.85014	15.73734	-3.11325	-7.26608	-3.99183	-3.57572	8.95458	17.94187	-2.49160	-5.93180	-11.67779	0.97926	7.07383	16.13352	-0.77678
12	-6.37298	1.30529	-10.13165	2.89160	1.00674	2.84681	6.25870	1.93696	15.96791	4.06330	-2.37318	1.34971	-5.57461	-12.27409	-3.15197	-6.70221	-12.41793	-0.35807	4.14853	16.02136	-3.65989	-4.56023	-11.12881	4.58880	5.04140	19.63005	-3.55736	3.03542	21.00223	-3.08314	-5.33710	-7.56085	-11.51966	-13.43674	2.13619	0.93879	4.53111	19.90337	-3.60068	-8.22753	-12.87520	1.52725	7.02033	17.79256	-0.91311	-4.82543	-7.32739	0.72221	9.39016	8.45616	-0.22190	-4.86422	-8.63414	4.89441	7.09288	9.27173	-1.39545	-7.34442	-9.89130	4.97325	6.08624	14.11519	-2.73232	-7.65665	-6.86474	-1.65445	6.67838	15.66554	-4.05601	-7.59828	-3.91839	-3.17179	8.76613	17.60938	-2.05069	-6.22424	-11.29135	0.63623	7.05510	16.17938	-0.83441
13	-6.31768	1.44096	-9.96556	2.82197	1.13276	2.64167	6.17504	1.88313	15.90865	3.83948	-2.56650	1.44101	-5.33728	-12.10462	-3.25532	-6.48416	-12.04647	-0.27830	4.11973	15.98480	-3.60180	-4.68788	-10.70367	4.37454	5.41115	19.45119	-4.08459	3.23698	20.87828	-3.62637	-5.19227	-7.56656	-11.34479	-13.27537	2.00536	1.89224	4.11429	19.55163	-3.27855	-8.20373	-12.82546	2.14420	7.04336	17.80586	-0.95299	-4.18730	-7.20021	1.03811	9.36502	8.92487	-0.40844	-4.70404	-8.51758	4.44920	7.01160	9.63916	-1.55040	-7.28290	-9.88409	4.59758	5.85725	14.09578	-3.55055	-7.81803	-6.72538	-1.67127	6.38141	15.49378	-4.45196	-7.88804	-3.97938	-2.24714	8.52825	17.23299	-1.51265	-6.46000	-10.97973	0.54386	6.85639	15.93675	-1.21320
14	-6.23334	1.57686	-9.78731	2.71612	1.13837	2.26769	6.05555	1.84713	15.77670	3.61709	-2.69842	1.44039	-5.14579	-11.97639	-3.21662	-6.26552	-11.60593	-0.36952	4.10362	15.88425	-3.54693	-4.78781	-10.10715	3.17298	5.63246	19.16090	-4.38543	3.44897	20.71432	-4.16914	-5.09349	-7.50318	-11.17274	-12.93250	1.66411	2.19449	3.66697	19.10229	-2.78700	-8.12618	-12.79473	2.64693	7.03356	17.77510	-0.91645	-3.60185	-7.21497	1.63467	9.27075	9.33359	-0.73346	-4.45852	-8.28405	3.75408	7.03930	10.00717	-1.79794	-7.20159	-9.82299	3.97065	5.58510	13.90139	-3.96791	-7.94431	-6.66741	-1.40858	6.00745	15.28107	-4.34967	-8.11453	-4.08717	-1.28367	8.26818	16.90851	-1.41263	-6.55729	-10.78171	0.90086	6.55473	15.47507	-1.61606
15	-6.10034	1.68605	-9.64654	2.58392	1.20903	2.16374	5.92354	1.83149	15.59002	3.41874	-2.78999	1.33208	-5.02350	-11.85526	-3.14934	-6.04141	-11.14179	-0.62993	4.09735	15.72739	-3.52571	-4.79441	-9.51027	1.68715	5.72638	18.75892	-4.40023	3.63907	20.50781	-4.48661	-4.96200	-7.37126	-11.10219	-12.38656	1.62269	1.78989	3.23673	18.58411	-2.56051	-7.93969	-12.70833	2.89979	7.00473	17.76374	-0.83563	-3.12384	-7.45257	2.80893	9.08644	9.65244	-1.13844	-4.13657	-8.17356	3.60647	7.20349	10.34630	-2.05785	-7.06623	-9.92407	4.03266	5.31428	13.53787	-3.86193	-8.02050	-6.66335	-1.05832	5.61062	15.05550	-4.09522	-8.25294	-4.14635	-0.76543	8.01122	16.67902	-1.98157	-6.47171	-10.69422	1.66376	6.22864	14.87711	-1.74620
16	-5.90816	1.75003	-9.56757	2.46015	1.43553	2.57412	5.79971	1.83917	15.37148	3.25647	-2.87287	1.21441	-4.98745	-11.73407	-3.13518	-5.80308	-10.70055	-0.99035	4.08817	15.53359	-3.54802	-4.64215	-9.08913	0.67850	5.76507	18.28810	-4.17459	3.77446	20.24610	-4.47563	-4.73604	-7.15794	-11.15849	-11.72033	2.07615	1.05742	2.85889	18.03202	-2.78843	-7.59737	-12.50651	2.91763	6.94912	17.81783	-0.81218	-2.78580	-7.88388	4.47222	8.82195	9.87426	-1.54589	-3.78695	-8.30944	4.27455	7.51734	10.64275	-2.21564	-6.88313	-10.29618	5.09625	5.08043	13.08879	-3.42605	-8.03533	-6.64922	-0.87050	5.23314	14.81584	-4.09451	-8.28035	-4.09947	-0.91321	7.77001	16.51110	-2.97917	-6.20236	-10.66362	2.56291	5.93820	14.23588	-1.54147
17	-5.65935	1.76682	-9.53502	2.39076	1.78376	3.27146	5.70326	1.87274	15.14812	3.12734	-2.95105	1.21677	-5.04131	-11.64267	-3.17063	-5.53795	-10.31657	-1.31943	4.06779	15.32174	-3.59747	-4.30020	-8.92314	0.55313	5.83785	17.82258	-3.82501	3.84887	19.92599	-4.16867	-4.40910	-6.85013	-11.26725	-11.06257	2.83742	0.49626	2.55638	17.49153	-3.30287	-7.07939	-12.19539	2.93536	6.85480	17.96194	-0.94471	-2.59481	-8.39005	6.18257	8.51896	10.01667	-1.89058	-3.45957	-8.61413	5.38819	7.97368	10.91164	-2.21177	-6.70134	-10.87532	6.73963	4.89667	12.66181	-3.02741	-7.98776	-6.57789	-0.96690	4.91839	14.55696	-4.44065	-8.17856	-3.95028	-1.56273	7.53649	16.30489	-3.89275	-5.77214	-10.60495	3.29231	5.72597	13.65356	-1.15965
18	-5.36383	1.75540	-9.52178	2.39392	2.18000	3.87202	5.65448	1.93291	14.94968	3.02005	-2.99413	1.27154	-5.16509	-11.63390	-3.15670	-5.23132	-10.00862	-1.45873	4.04352	15.09999	-3.64154	-3.78731	-8.96649	1.22624	6.00991	17.44921	-3.48178	3.89102	19.57201	-3.70652	-4.00805	-6.44873	-11.32100	-10.53794	3.58300	0.43511	2.34635	17.00998	-3.75609	-6.40731	-11.86393	3.30116	6.72744	18.20439	-1.26015	-2.53613	-8.85100	7.46351	8.24707	10.13017	-2.12650	-3.17714	-8.90919	6.33769	8.54466	11.19478	-2.07942	-6.57451	-11.50931	8.24265	4.76006	12.31678	-2.94202	-7.88515	-6.44972	-1.24468	4.71213	14.27739	-4.81310	-7.93767	-3.75966	-2.28803	7.28906	15.96910	-4.31714	-5.20753	-10.45062	3.71884	5.62800	13.22266	-0.81118
19	-5.03348	1.74740	-9.51922	2.44353	2.60776	4.16547	5.67449	2.01689	14.80429	2.92862	-2.97122	1.23468	-5.31177	-11.75069	-2.95238	-4.87015	-9.77376	-1.29127	4.03910	14.87132	-3.65363	-3.16406	-9.11541	2.33008	6.29458	17.24134	-3.23526	3.95206	19.23437	-3.26468	-3.55796	-5.97348	-11.24677	-10.22731	4.12637	0.93761	2.24544	16.61450	-3.91050	-5.64053	-11.62622	4.26288	6.59691	18.53562	-1.68987	-2.58723	-9.21602	8.15417	8.09691	10.29396	-2.19933	-2.93411	-9.07161	6.76499	9.18636	11.54361	-1.92650	-6.52545	-12.08379	9.13249	4.67194	12.04291	-3.16786	-7.73780	-6.31285	-1.45911	4.65507	13.98653	-4.80005	-7.56014	-3.60853	-2.67001	7.01523	15.48576	-4.20896	-4.53904	-10.19768	3.95724	5.66577	12.99721	-0.62682
20	-4.68261	1.76661	-9.53717	2.50278	3.10385	4.16684	5.78295	2.11748	14.73590	2.86062	-2.87602	1.09846	-5.41546	-11.99056	-2.46435	-4.44845	-9.58287	-0.79830	4.08300	14.64795	-3.62164	-2.51238	-9.28393	3.50625	6.65548	17.23490	-3.11603	4.08025	18.96934	-2.95460	-3.07511	-5.45939	-11.03314	-10.13863	4.48929	1.85286	2.26518	16.31792	-3.78066	-4.85601	-11.52466	5.76096	6.50605	18.93269	-2.09819	-2.73847	-9.51503	8.42836	8.16369	10.58935	-2.03394	-2.71256	-9.09905	6.73983	9.84890	11.99503	-1.87375	-6.54305	-12.57425	9.38143	4.65427	11.78779	-3.42185	-7.55685	-6.23343	-1.39921	4.78185	13.72807	-4.27481	-7.06310	-3.55441	-2.50582	6.73717	14.91533	-3.84609	-3.81048	-9.91610	4.25488	5.83662	12.97659	-0.61463
21	-4.32992	1.81421	-9.58501	2.54974	3.67873	3.99686	5.98895	2.22688	14.76149	2.82867	-2.73096	0.96329	-5.40939	-12.28918	-1.70440	-3.97250	-9.39023	-0.05815	4.18644	14.44905	-3.55484	-1.91210	-9.43943	4.55757	7.03377	17.42279	-3.11400	4.29859	18.82147	-2.77963	-2.58209	-4.94931	-10.71333	-10.22139	4.78821	2.93135	2.39446	16.12323	-3.54805	-4.12407	-11.48786	7.38850	6.48917	19.36719	-2.35775	-2.99787	-9.82432	8.50146	8.51033	11.06651	-1.60157	-2.50358	-9.08169	6.59761	10.48815	12.55377	-1.98200	-6.59895	-13.01159	9.23028	4.74470	11.51776	-3.36036	-7.35295	-6.25470	-1.02272	5.10172	13.58533	-3.48671	-6.47905	-3.61113	-1.84728	6.50603	14.34402	-3.56192	-3.07722	-9.69524	4.78237	6.12514	13.12528	-0.69374
22	-3.99633	1.87681	-9.65650	2.57519	4.27286	3.74098	6.27996	2.34184	14.88030	2.83793	-2.57208	0.93565	-5.24593	-12.53694	-0.77139	-3.46287	-9.15211	0.79882	4.33068	14.28806	-3.48910	-1.41736	-9.58321	5.42126	7.38408	17.76565	-3.19929	4.60035	18.81612	-2.67038	-2.11411	-4.48681	-10.33958	-10.41148	5.12333	3.95069	2.58858	16.00230	-3.37035	-3.48970	-11.38040	8.61070	6.55250	19.80297	-2.42015	-3.38060	-10.21402	8.43315	9.12125	11.72055	-1.01263	-2.31964	-9.12764	6.65454	11.07004	13.18992	-2.22491	-6.66736	-13.42483	8.92872	4.96722	11.25817	-2.86536	-7.13412	-6.37708	-0.46609	5.57449	13.60789	-2.80093	-5.85206	-3.75476	-0.90871	6.38155	13.84177	-3.48924	-2.38541	-9.57598	5.49930	6.50884	13.38990	-0.75051
23	-3.69998	1.94654	-9.73131	2.58231	4.79442	3.42521	6.62357	2.45989	15.07131	2.88157	-2.42715	1.03106	-4.90942	-12.62560	0.21654	-2.95216	-8.84426	1.64316	4.47965	14.17192	-3.46424	-1.04423	-9.71188	6.10773	7.70058	18.21090	-3.31899	4.96307	18.95515	-2.55539	-1.70561	-4.11034	-9.97874	-10.66067	5.55461	4.79456	2.79027	15.91117	-3.27681	-2.96798	-11.09076	9.08997	6.66923	20.19460	-2.32789	-3.89040	-10.71472	8.17776	9.89216	12.48408	-0.49592	-2.19291	-9.28600	7.01767	11.57053	13.84684	-2.51834	-6.73899	-13.81719	8.59124	5.31008	11.07517	-2.11851	-6.90498	-6.56856	0.06755	6.11354	13.78167	-2.41070	-5.22636	-3.94225	0.07328	6.40966	13.44201	-3.51514	-1.75635	-9.53511	6.19897	6.96049	13.71094	-0.69669
24	-3.45448	2.02653	-9.78987	2.59028	5.18471	3.08388	6.98298	2.57102	15.30418	2.94306	-2.30570	1.14184	-4.42045	-12.50218	1.17525	-2.47890	-8.47453	2.39362	4.60634	14.10886	-3.48201	-0.77824	-9.80036	6.66510	8.01634	18.70557	-3.39670	5.36779	19.21460	-2.41232	-1.37962	-3.84692	-9.68140	-10.93561	6.08510	5.44595	2.97313	15.84590	-3.22253	-2.55406	-10.60113	8.87653	6.79379	20.49795	-2.16856	-4.50421	-11.32356	7.72758	10.67767	13.25393	-0.26689	-2.16831	-9.52816	7.57800	11.97767	14.45788	-2.76589	-6.81910	-14.17210	8.20863	5.72958	11.02533	-1.41962	-6.66693	-6.78885	0.43884	6.62261	14.04164	-2.25910	-4.63416	-4.12923	0.94637	6.59979	13.14578	-3.43905	-1.20290	-9.54137	6.67549	7.44807	14.04851	-0.53006
25	-3.27005	2.11966	-9.82900	2.62366	5.45112	2.78089	7.33503	2.65719	15.55579	2.99893	-2.19953	1.16967	-3.83274	-12.19230	2.06391	-2.07886	-8.08088	3.03558	4.71216	14.11128	-3.48466	-0.59550	-9.81497	7.14584	8.37920	19.20137	-3.35938	5.80860	19.55505	-2.27358	-1.15248	-3.70320	-9.47000	-11.20467	6.66849	5.93517	3.16754	15.85757	-3.16986	-2.23688	-10.00523	8.33739	6.88526	20.68146	-2.00889	-5.17127	-12.00976	7.15484	11.35877	13.94550	-0.38882	-2.29156	-9.79201	8.14270	12.29431	14.97104	-2.90499	-6.91507	-14.47044	7.75414	6.17353	11.12324	-0.95494	-6.41939	-7.00948	0.63897	7.05282	14.30735	-2.15275	-4.09199	-4.28563	1.67653	6.92334	12.96501	-3.15678	-0.75166	-9.61257	6.85986	7.92975	14.39479	-0.34015
26	-3.15242	2.21991	-9.85968	2.68590	5.64647	2.55504	7.67744	2.69890	15.81715	3.02417	-2.08949	1.10207	-3.22258	-11.77395	2.86067	-1.77716	-7.71312	3.60702	4.82692	14.19098	-3.37871	-0.48203	-9.74401	7.56181	8.82041	19.66109	-3.16806	6.28953	19.93744	-2.19447	-1.03750	-3.65843	-9.35440	-11.43244	7.25933	6.31056	3.44358	15.99725	-3.08334	-2.00891	-9.45717	7.87782	6.92538	20.72766	-1.85279	-5.82564	-12.69197	6.55522	11.87676	14.51894	-0.74048	-2.59495	-10.04037	8.58245	12.53124	15.36586	-2.93141	-7.02438	-14.69983	7.25069	6.60399	11.34708	-0.72296	-6.16246	-7.22113	0.76835	7.43900	14.55117	-1.93752	-3.60793	-4.40726	2.32211	7.33249	12.93292	-2.73657	-0.42707	-9.78057	6.80159	8.36259	14.75825	-0.23813
27	-3.10093	2.31468	-9.89198	2.74791	5.82929	2.39174	8.01954	2.68112	16.08401	3.00333	-1.95420	0.98162	-2.67032	-11.33210	3.54009	-1.58397	-7.41252	4.17135	4.99319	14.35886	-3.09571	-0.43776	-9.61690	7.85591	9.33574	20.06528	-2.82488	6.81482	20.32951	-2.19940	-1.03823	-3.67003	-9.33445	-11.58410	7.84702	6.63778	3.86773	16.27394	-2.91234	-1.86854	-9.08477	7.67201	6.92218	20.62766	-1.64774	-6.40312	-13.23505	6.06172	12.22405	14.96504	-1.10868	-3.08430	-10.27691	8.88279	12.69157	15.65181	-2.88622	-7.13392	-14.85362	6.76708	7.00982	11.66242	-0.60685	-5.90069	-7.42553	0.95430	7.85223	14.78670	-1.58398	-3.19028	-4.51676	2.97991	7.78360	13.06827	-2.35202	-0.23002	-10.03111	6.58156	8.71998	15.13464	-0.27840
28	-3.10904	2.39316	-9.92575	2.76937	6.03572	2.25019	8.36616	2.59595	16.34683	2.93381	-1.78064	0.86742	-2.23881	-10.93423	4.09435	-1.49438	-7.19802	4.78078	5.24984	14.62994	-2.65254	-0.46685	-9.48890	7.94947	9.88447	20.40623	-2.37009	7.37709	20.69928	-2.24593	-1.13595	-3.69204	-9.38098	-11.63889	8.44718	6.99279	4.46549	16.66831	-2.61678	-1.81502	-8.92796	7.60134	6.89853	20.37561	-1.33083	-6.86240	-13.52033	5.79262	12.41379	15.28546	-1.31406	-3.73545	-10.52492	9.09528	12.76017	15.85350	-2.81557	-7.22805	-14.92279	6.37534	7.40569	12.03999	-0.49584	-5.64630	-7.62683	1.28157	8.32643	15.01737	-1.17338	-2.84988	-4.65154	3.73178	8.24996	13.35815	-2.15233	-0.14338	-10.29359	6.28610	8.99630	15.48126	-0.41973
29	-3.16823	2.45361	-9.95479	2.72885	6.26981	2.10517	8.70751	2.44254	16.58883	2.82252	-1.57032	0.81592	-1.96040	-10.62904	4.56906	-1.49130	-7.05966	5.45029	5.62095	15.02368	-2.16528	-0.56935	-9.41193	7.81024	10.40355	20.67657	-1.87410	7.95206	21.01181	-2.23975	-1.28667	-3.69605	-9.42490	-11.59617	9.05953	7.42272	5.20955	17.14783	-2.19760	-1.84159	-8.94507	7.42218	6.87451	19.96651	-0.87808	-7.20087	-13.53278	5.70873	12.45479	15.48457	-1.29355	-4.50429	-10.80441	9.27633	12.70649	15.99312	-2.73715	-7.30016	-14.89306	6.11245	7.81122	12.45760	-0.34783	-5.41900	-7.83347	1.77781	8.83441	15.23443	-0.84567	-2.59876	-4.84594	4.61087	8.72117	13.76213	-2.16365	-0.15027	-10.48107	6.01746	9.19389	15.71890	-0.53085
30	-3.27214	2.50431	-9.97682	2.63565	6.52385	1.96605	9.01679	2.22730	16.78672	2.68932	-1.33475	0.84503	-1.83856	-10.44786	5.04433	-1.55181	-6.96437	6.16634	6.10796	15.55046	-1.79050	-0.73723	-9.41347	7.49671	10.82903	20.86535	-1.41000	8.50403	21.23930	-2.09400	-1.43705	-3.68321	-9.38255	-11.46574	9.62269	7.89677	6.03763	17.67403	-1.71526	-1.93378	-9.06148	7.00138	6.85230	19.39697	-0.32116	-7.45372	-13.38079	5.70798	12.34481	15.56731	-1.10885	-5.34000	-11.11678	9.45756	12.50037	16.08195	-2.64263	-7.36089	-14.76467	5.99581	8.21858	12.88675	-0.17009	-5.24076	-8.06605	2.43859	9.30856	15.42245	-0.69909	-2.44700	-5.11755	5.59545	9.18488	14.21491	-2.27495	-0.24171	-10.54048	5.86260	9.29654	15.75441	-0.45575
31	-3.41806	2.55852	-9.99666	2.52263	6.79449	1.85652	9.25798	1.96766	16.91715	2.56959	-1.09199	0.92476	-1.85934	-10.39812	5.57296	-1.65489	-6.87319	6.89637	6.68573	16.19391	-1.63099	-0.95481	-9.49747	7.14930	11.11556	20.95798	-1.01896	8.99684	21.36784	-1.78733	-1.55126	-3.68119	-9.18983	-11.25922	10.04037	8.30470	6.88848	18.21432	-1.26145	-2.07525	-9.20798	6.43089	6.81208	18.66939	0.27463	-7.67736	-13.22706	5.74051	12.08101	15.54566	-0.88663	-6.19325	-11.44231	9.64339	12.13080	16.12081	-2.52467	-7.43816	-14.57428	6.04580	8.57972	13.28991	0.00315	-5.12801	-8.35509	3.24326	9.67749	15.56843	-0.73069	-2.39707	-5.46184	6.62511	9.61317	14.64705	-2.32366	-0.40608	-10.47355	5.84121	9.25692	15.51341	-0.12531
32	-3.60408	2.62682	-10.02073	2.43288	7.07542	1.77556	9.40086	1.69956	16.96632	2.50530	-0.86467	1.03126	-2.00409	-10.45682	6.13676	-1.78620	-6.75682	7.59760	7.31031	16.90283	-1.67248	-1.19870	-9.64804	6.85930	11.24719	20.94082	-0.70399	9.40346	21.38825	-1.37194	-1.62539	-3.72778	-8.82863	-10.99753	10.24866	8.52122	7.72014	18.74629	-0.92020	-2.25284	-9.32326	5.93716	6.72042	17.79294	0.84350	-7.91819	-13.18763	5.79162	11.67356	15.44237	-0.72577	-7.02159	-11.75542	9.82786	11.61525	16.10693	-2.39601	-7.57156	-14.39178	6.29011	8.82917	13.63700	0.13442	-5.08454	-8.72312	4.15622	9.89321	15.67661	-0.86766	-2.44015	-5.85612	7.62734	9.96704	15.00910	-2.22152	-0.61800	-10.32357	5.91113	9.02964	14.98634	0.39026
