	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_04_03_PC008_BAREFOOT_GAIT0001_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0001_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0001_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0001_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0001_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0001_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0001_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0001_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0001_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_2.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_2.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_2.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_4.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_4.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_4.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_4.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_4.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_4.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_2.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_2.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_2.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_2.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_2.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_2.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_2.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_2.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_2.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_4.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_4.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_4.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_2.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_2.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_2.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_2.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_2.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_2.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_2.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_2.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_2.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_4.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_4.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_4.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_4.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_4.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_4.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_4.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_4.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_4.c3d
7	0.42488	1.32016	-5.48353	2.17933	-2.95126	1.23378	-3.27552	1.51924	-5.31580	1.52708	-1.19878	0.55439	-0.08678	-0.40736	-4.45077	-8.93969	-2.83964	-4.97689	-1.89148	-3.84731	-1.44359	1.95621	0.63999	-4.55796	-6.12744	-1.76888	-2.74285	-2.94036	-5.49766	-1.07053	-2.53937	-4.54182	-1.12293	1.41900	-0.41176	-6.06272	-6.41852	-1.29731	-3.55188	-1.67442	-3.51781	-1.68449	0.09963	-0.84743	-8.72987	-7.70117	-2.35620	-4.22854	0.77376	0.42034	-7.83765	-6.49897	-1.94209	-3.00543	-1.30340	-1.95302	-3.18554	-4.20156	-0.61708	-0.82758	1.70014	-0.57468	-4.80577	-3.15223	-2.19886	-2.49923	-4.87144	-6.84854	-1.28749	-2.77991	-4.69502	-0.59038	-0.31038	-6.25659	-3.30919	-1.06518	-0.67423	-5.54927	-4.66648	-4.75177	-2.65490	-3.99876	-4.74369	-5.26107	-7.70955	-1.69724	-0.32987	2.34828	3.94898	-4.51837	0.62329	-1.48470	-0.48598	-5.72826	-7.54183	-2.20265	-1.61501	-0.10300	-7.07126	-3.81778	-4.97112	-4.29914	-2.69354	-2.78663	-6.63969	-4.18368	-0.71585	-1.23440	1.33125	0.38068	-5.72467	-2.89033	-3.00672	-3.60509	-5.95296	-6.75016	-1.95876
8	1.09218	1.45371	-4.92918	2.38410	-2.26610	1.21429	-2.67718	1.60552	-4.61097	1.49240	-0.83247	0.67195	0.63522	0.05140	-3.75721	-8.69650	-2.32108	-4.30915	-1.18400	-3.13200	-1.00719	2.56871	1.35773	-4.01892	-5.43672	-1.07730	-2.07213	-2.42724	-4.94111	-0.72327	-1.76743	-3.80337	-0.62573	2.09705	0.19851	-5.44043	-6.01255	-0.63631	-2.80843	-0.95404	-2.74299	-1.31965	0.75452	-0.49444	-8.36027	-7.67736	-1.41231	-3.18181	1.42531	1.22667	-7.29169	-5.84467	-1.27551	-2.41159	-0.69771	-1.41869	-2.59728	-3.57951	-0.06116	-0.40595	2.55699	0.21353	-3.92196	-2.42692	-1.62980	-1.78954	-4.16694	-6.07153	-0.74945	-2.14829	-3.94967	-0.06720	0.18902	-5.91133	-2.49743	-0.57141	0.00089	-5.17860	-4.09997	-4.22831	-2.06701	-3.73706	-3.94811	-4.81876	-6.72910	-1.67363	0.02177	3.31260	4.97715	-3.49129	1.86950	-0.80877	0.01826	-5.21142	-6.86645	-1.97162	-1.12659	0.45486	-6.89690	-3.17403	-4.20020	-3.76731	-1.88451	-2.19258	-5.56042	-3.43789	-0.28150	-0.89190	2.13848	0.96948	-5.17282	-2.57216	-2.19452	-2.91788	-5.74243	-6.32344	-1.89817
9	1.81974	1.54323	-4.26451	2.57040	-1.55455	1.12309	-2.03861	1.68319	-3.87743	1.46618	-0.41875	0.78408	1.44276	0.54981	-2.90194	-8.36308	-1.80620	-3.60283	-0.43100	-2.40283	-0.50658	3.13010	2.16843	-3.41505	-4.57567	-0.51720	-1.40035	-1.87554	-4.36188	-0.30072	-0.97788	-3.02936	-0.10791	2.68859	0.88775	-4.73426	-5.53034	-0.16784	-1.99617	-0.18244	-1.96525	-0.80352	1.48338	-0.03806	-7.81122	-7.56134	-0.52513	-2.16615	2.20093	2.16811	-6.53289	-5.05313	-0.54998	-1.64887	-0.07806	-0.84643	-1.95344	-2.95216	0.42249	0.08313	3.46986	1.01107	-2.84048	-1.63379	-1.14633	-1.11024	-3.42540	-5.27067	-0.14916	-1.50534	-3.17091	0.48263	0.76076	-5.37363	-1.66634	0.04874	0.82891	-4.70604	-3.35451	-3.54088	-1.32668	-3.39572	-3.08366	-4.29385	-5.69518	-1.62955	0.37303	4.27397	5.87636	-2.42602	3.05518	-0.16005	0.37504	-4.63796	-6.18632	-1.65656	-0.55161	1.15853	-6.65437	-2.42011	-3.22333	-3.02824	-1.10182	-1.58406	-4.51978	-2.71197	0.18908	-0.46746	3.00259	1.65350	-4.52758	-2.19449	-1.36846	-2.06937	-5.41525	-5.77045	-1.79137
10	2.54831	1.58817	-3.51324	2.72793	-0.90202	0.97367	-1.40234	1.73737	-3.13296	1.44944	-0.03205	0.85464	2.28202	1.05556	-1.93008	-7.94629	-1.32572	-2.92602	0.32328	-1.66448	-0.03617	3.60836	2.99667	-2.74213	-3.59577	-0.15307	-0.82463	-1.31600	-3.75652	0.11695	-0.22445	-2.24679	0.33608	3.16326	1.59267	-3.95879	-4.97496	0.07473	-1.23677	0.58865	-1.20052	-0.22007	2.21971	0.48850	-7.10076	-7.34418	0.17861	-1.14274	3.04437	3.16227	-5.57369	-4.15016	0.11499	-0.81954	0.51921	-0.28244	-1.26069	-2.33174	0.73138	0.54886	4.34255	1.73151	-1.66303	-0.83320	-0.79732	-0.56922	-2.70532	-4.46453	0.38416	-0.90097	-2.36231	0.91377	1.31822	-4.68023	-0.95466	0.75519	1.73856	-4.13393	-2.45457	-2.75873	-0.54661	-2.97756	-2.22948	-3.70534	-4.68491	-1.53228	0.69201	5.15645	6.58148	-1.36516	4.13875	0.36783	0.52550	-4.04122	-5.51031	-1.30826	0.07070	1.96670	-6.32848	-1.56123	-2.17996	-2.18807	-0.40429	-1.01184	-3.54167	-2.01623	0.59570	-0.05257	3.85716	2.38247	-3.81869	-1.76136	-0.61771	-1.16326	-4.97026	-5.11540	-1.61821
11	3.22004	1.59760	-2.69701	2.85033	-0.40011	0.81693	-0.80877	1.75733	-2.39698	1.44022	0.25565	0.85795	3.09608	1.53603	-0.88432	-7.45020	-0.91574	-2.34718	1.03503	-0.92552	0.31047	3.98259	3.77068	-1.99784	-2.54755	-0.02201	-0.42766	-0.78227	-3.12751	0.43628	0.44491	-1.48700	0.63191	3.50503	2.24777	-3.13330	-4.35224	0.09138	-0.64276	1.30683	-0.46413	0.32056	2.89771	1.03987	-6.25805	-7.02447	0.61330	-0.25918	3.88204	4.11664	-4.44889	-3.16126	0.60838	-0.06168	1.05954	0.23071	-0.54142	-1.72826	0.82157	0.89516	5.09157	2.31238	-0.46814	-0.05715	-0.62624	-0.25869	-2.05390	-3.67556	0.74780	-0.37706	-1.53917	1.11400	1.78654	-3.85825	-0.50026	1.49396	2.64316	-3.46759	-1.43730	-1.97818	0.13850	-2.49800	-1.46093	-3.07654	-3.75900	-1.37019	0.93527	5.90173	7.06092	-0.33855	5.09460	0.70164	0.46624	-3.45704	-4.84412	-0.99409	0.69861	2.81875	-5.89110	-0.60546	-1.23523	-1.39906	0.17130	-0.52001	-2.63944	-1.35516	0.85523	0.24828	4.63930	3.09942	-3.07403	-1.27613	-0.02500	-0.32282	-4.42195	-4.39487	-1.37308
12	3.78834	1.58526	-1.83508	2.93426	-0.11114	0.71791	-0.28988	1.74045	-1.69253	1.43469	0.40408	0.79320	3.83426	1.96278	0.19917	-6.87698	-0.61028	-1.92375	1.66892	-0.20267	0.47926	4.24216	4.43467	-1.19224	-1.47403	-0.12178	-0.25824	-0.30488	-2.49035	0.59355	0.99481	-0.78505	0.75197	3.71076	2.79775	-2.28363	-3.67304	-0.09090	-0.28863	1.92832	0.22727	0.72214	3.46339	1.56724	-5.31771	-6.60624	0.74946	0.42842	4.63906	4.95123	-3.20691	-2.10750	0.85841	0.49122	1.51361	0.66266	0.16600	-1.15327	0.71526	1.06168	5.66037	2.72189	0.69228	0.68718	-0.65304	-0.22337	-1.50156	-2.93047	0.90380	0.03839	-0.73332	1.06026	2.11971	-2.92409	-0.38912	2.20757	3.45899	-2.71345	-0.34647	-1.30425	0.60856	-1.98299	-0.83125	-2.42960	-2.95413	-1.15892	1.06423	6.47555	7.31257	0.63422	5.90866	0.80943	0.24051	-2.91761	-4.19811	-0.77021	1.29476	3.64885	-5.31321	0.43518	-0.53441	-0.81299	0.61189	-0.13678	-1.82498	-0.73335	0.93498	0.36633	5.30048	3.75119	-2.31695	-0.74082	0.35492	0.33590	-3.80189	-3.65339	-1.06723
13	4.22307	1.56419	-0.94769	2.97916	-0.05694	0.71202	0.13355	1.69219	-1.04615	1.42749	0.41725	0.68501	4.45773	2.31364	1.28877	-6.23192	-0.43180	-1.69079	2.20237	0.47978	0.47538	4.38473	4.95136	-0.35295	-0.41424	-0.41221	-0.32120	0.09230	-1.87425	0.58126	1.40503	-0.17734	0.71797	3.78743	3.20451	-1.44208	-2.95563	-0.42849	-0.19709	2.42289	0.85355	0.93447	3.88047	2.02773	-4.31885	-6.09884	0.61102	0.87123	5.25322	5.61379	-1.90402	-1.00795	0.84913	0.75311	1.85963	0.99731	0.81239	-0.62301	0.47894	1.04904	6.02142	2.95501	1.78264	1.40445	-0.86498	-0.44920	-1.06282	-2.25749	0.88055	0.33135	0.00613	0.82486	2.30305	-1.89854	-0.61934	2.84602	4.12190	-1.87978	0.77233	-0.82578	0.79428	-1.46412	-0.36407	-1.78277	-2.28451	-0.93589	1.06240	6.86705	7.35489	1.54065	6.57204	0.70218	-0.08389	-2.44714	-3.58957	-0.66108	1.83093	4.40118	-4.57781	1.54474	-0.16284	-0.52881	0.92212	0.12893	-1.11441	-0.15938	0.85939	0.30119	5.81161	4.29690	-1.56579	-0.15870	0.50774	0.73198	-3.15402	-2.93520	-0.72693
14	4.51101	1.54355	-0.05959	2.98687	-0.21647	0.76796	0.45158	1.62283	-0.48560	1.41196	0.33487	0.57157	4.94184	2.57318	2.35423	-5.52783	-0.38600	-1.65612	2.62519	1.09250	0.35480	4.41406	5.29939	0.47770	0.59173	-0.82921	-0.58331	0.39317	-1.31844	0.44564	1.66983	0.30341	0.58330	3.74940	3.44904	-0.64345	-2.22542	-0.87165	-0.34388	2.77385	1.38922	0.96382	4.13120	2.39115	-3.30529	-5.51641	0.25839	1.05675	5.68321	6.08183	-0.60063	0.11371	0.61525	0.70699	2.08568	1.23034	1.34903	-0.16025	0.19132	0.91245	6.17034	3.02403	2.77240	2.09272	-1.22093	-0.87248	-0.74051	-1.68279	0.74545	0.49966	0.62118	0.53027	2.34447	-0.82195	-1.10735	3.37495	4.59572	-0.97951	1.87470	-0.59185	0.69245	-0.97294	-0.05686	-1.15118	-1.75003	-0.74581	0.94495	7.08540	7.21858	2.37203	7.07675	0.42261	-0.43640	-2.06056	-3.03906	-0.65506	2.29032	5.03862	-3.68695	2.70220	-0.13140	-0.56198	1.11675	0.28389	-0.52631	0.34992	0.68853	0.11719	6.16236	4.71220	-0.83478	0.46257	0.45686	0.83734	-2.52536	-2.27554	-0.38873
15	4.65298	1.52813	0.79852	2.96126	-0.53739	0.83148	0.66339	1.54338	-0.03496	1.38221	0.21062	0.48525	5.27641	2.73287	3.36521	-4.78688	-0.46220	-1.80204	2.93643	1.60504	0.19569	4.33860	5.46970	1.25113	1.50122	-1.30283	-0.98901	0.58974	-0.86359	0.25999	1.79557	0.63528	0.40803	3.61539	3.52990	0.08010	-1.51230	-1.37094	-0.67439	2.97555	1.80510	0.85898	4.21356	2.64183	-2.32445	-4.87715	-0.23395	1.00344	5.90977	6.35466	0.64135	1.22306	0.22146	0.39679	2.19103	1.36557	1.74039	0.20906	-0.07961	0.73032	6.11839	2.94959	3.63002	2.73013	-1.66373	-1.39866	-0.53006	-1.22674	0.57175	0.55163	1.06422	0.28678	2.26398	0.24082	-1.72309	3.77847	4.87015	-0.03278	2.91728	-0.60236	0.35626	-0.53660	0.10968	-0.54937	-1.34445	-0.62510	0.75447	7.15465	6.94023	3.11986	7.41664	0.03021	-0.75965	-1.76323	-2.56441	-0.71429	2.66639	5.54233	-2.66480	3.87720	-0.38606	-0.85015	1.21452	0.34381	-0.07444	0.77023	0.48575	-0.09255	6.35678	4.98889	-0.13595	1.10926	0.24881	0.67685	-1.95614	-1.69572	-0.09152
16	4.65991	1.51928	1.59150	2.90835	-0.95331	0.86946	0.77555	1.46249	0.29148	1.33659	0.09101	0.43568	5.46385	2.79094	4.29121	-4.04028	-0.63699	-2.09080	3.14109	1.99178	0.06695	4.17151	5.46324	1.92233	2.27209	-1.77125	-1.47552	0.68328	-0.54004	0.09225	1.79791	0.81365	0.23951	3.40593	3.46008	0.70287	-0.84747	-1.88017	-1.12198	3.03149	2.07619	0.68430	4.13633	2.77723	-1.42478	-4.20364	-0.79587	0.75080	5.93313	6.44400	1.76284	2.27251	-0.26072	-0.09845	2.18539	1.41270	1.97267	0.46460	-0.28716	0.57032	5.88708	2.75600	4.32347	3.27772	-2.13372	-1.92607	-0.42242	-0.90067	0.41576	0.50491	1.31639	0.15387	2.08824	1.21138	-2.33304	4.05662	4.95334	0.93173	3.85707	-0.81597	-0.12988	-0.17477	0.16247	0.00835	-1.05816	-0.59234	0.54415	7.10543	6.55904	3.77246	7.59239	-0.41260	-1.01801	-1.55192	-2.17696	-0.79162	2.95954	5.90711	-1.55767	5.02590	-0.83176	-1.28624	1.23342	0.32759	0.23815	1.07914	0.29423	-0.25013	6.40793	5.13147	0.51874	1.76065	-0.06459	0.31334	-1.47349	-1.20438	0.13405
17	4.54956	1.51619	2.28419	2.83648	-1.39934	0.87132	0.80024	1.38542	0.49324	1.27896	0.00335	0.41299	5.51571	2.75200	5.10255	-3.32578	-0.87885	-2.47231	3.24834	2.23841	0.00773	3.93094	5.29079	2.45755	2.86965	-2.18817	-1.98364	0.68487	-0.35854	-0.01639	1.69848	0.85348	0.10350	3.14148	3.26296	1.20770	-0.26114	-2.35881	-1.62078	2.95343	2.19030	0.49687	3.91445	2.80481	-0.65216	-3.52317	-1.37048	0.35056	5.76990	6.36868	2.71407	3.20504	-0.76900	-0.68945	2.08700	1.38586	2.05483	0.60011	-0.40898	0.46986	5.50515	2.47039	4.82529	3.69574	-2.57823	-2.37013	-0.40485	-0.70196	0.30592	0.38451	1.39255	0.13778	1.84863	2.02019	-2.83392	4.22007	4.86535	1.87689	4.65447	-1.16585	-0.67751	0.10119	0.13041	0.50803	-0.87584	-0.64604	0.35770	6.96750	6.11480	4.31516	7.61604	-0.85103	-1.19850	-1.41746	-1.88066	-0.84758	3.17378	6.13716	-0.42939	6.09336	-1.36029	-1.75834	1.18791	0.25410	0.41990	1.26798	0.13167	-0.31994	6.33360	5.15274	1.11598	2.38994	-0.43860	-0.17288	-1.09045	-0.80318	0.27473
18	4.34429	1.51695	2.84735	2.75576	-1.82241	0.84081	0.75366	1.31459	0.58371	1.21674	-0.04569	0.40815	5.45009	2.62651	5.77374	-2.68221	-1.15310	-2.89279	3.27103	2.34576	0.02331	3.63914	4.97385	2.83824	3.27415	-2.52574	-2.46434	0.61422	-0.30754	-0.05672	1.52203	0.78611	0.00432	2.84125	2.96756	1.58634	0.21936	-2.77472	-2.11227	2.76052	2.15205	0.33479	3.56785	2.73796	-0.04432	-2.86659	-1.91430	-0.14315	5.44960	6.15330	3.45932	3.96396	-1.25621	-1.29320	1.91968	1.30278	2.01303	0.62690	-0.44678	0.43422	5.00614	2.12304	5.11765	3.96034	-2.95745	-2.68047	-0.46088	-0.61140	0.24264	0.21984	1.33415	0.20840	1.58069	2.62717	-3.16831	4.28518	4.63481	2.76044	5.27917	-1.57723	-1.21293	0.28791	0.04183	0.93695	-0.77435	-0.76769	0.21758	6.76612	5.64608	4.73401	7.51259	-1.24354	-1.30634	-1.34822	-1.67248	-0.86117	3.31455	6.24386	0.64893	7.02397	-1.87418	-2.17835	1.08831	0.14112	0.48744	1.34756	-0.00000	-0.31024	6.15320	5.06934	1.64116	2.96695	-0.83967	-0.70227	-0.80886	-0.49225	0.33762
19	4.06932	1.51922	3.26304	2.67649	-2.18606	0.79000	0.65415	1.25055	0.58599	1.15701	-0.06438	0.41967	5.29007	2.43026	6.28758	-2.14203	-1.42682	-3.30326	3.22578	2.32916	0.09388	3.32066	4.54439	3.06178	3.48451	-2.77413	-2.88156	0.49676	-0.35690	-0.04515	1.29295	0.65044	-0.06977	2.52228	2.60468	1.83845	0.57251	-3.10686	-2.54871	2.47768	1.98121	0.21500	3.12306	2.59247	0.37632	-2.26507	-2.39586	-0.68055	5.01059	5.82672	3.97875	4.50487	-1.68960	-1.84443	1.70931	1.18324	1.88174	0.57076	-0.42053	0.44532	4.42596	1.74716	5.19710	4.07309	-3.24821	-2.84644	-0.57166	-0.59963	0.20997	0.03949	1.19630	0.31733	1.32238	3.03029	-3.32358	4.27080	4.29699	3.54123	5.71504	-1.98239	-1.68393	0.38942	-0.07670	1.28535	-0.72564	-0.92909	0.12546	6.52157	5.18795	5.02114	7.31918	-1.56431	-1.35882	-1.33195	-1.54260	-0.83127	3.38806	6.24481	1.61201	7.77474	-2.30238	-2.49330	0.94218	0.00483	0.46160	1.34414	-0.10248	-0.25600	5.88600	4.89882	2.08007	3.46239	-1.24396	-1.20814	-0.62324	-0.27200	0.34600
20	3.75126	1.52038	3.52763	2.60717	-2.47109	0.73412	0.52002	1.19312	0.52663	1.10369	-0.06731	0.44374	5.06142	2.18336	6.63742	-1.72543	-1.67352	-3.66625	3.13141	2.21343	0.18857	3.00019	4.04201	3.14008	3.51756	-2.93757	-3.21300	0.35935	-0.46665	-0.01083	1.03212	0.48224	-0.13784	2.19952	2.20445	1.97053	0.78586	-3.34568	-2.89545	2.13287	1.70769	0.13693	2.61385	2.38445	0.60678	-1.74702	-2.79478	-1.21902	4.49581	5.42005	4.26889	4.80516	-2.04906	-2.30272	1.48088	1.04654	1.69572	0.46468	-0.35629	0.47507	3.80195	1.37748	5.07844	4.06101	-3.44402	-2.89005	-0.71844	-0.63849	0.19119	-0.13386	1.03376	0.41494	1.11038	3.26274	-3.32135	4.19670	3.89129	4.18608	5.96223	-2.33093	-2.05833	0.41583	-0.20224	1.54842	-0.70356	-1.10117	0.06943	6.25018	4.77001	5.17899	7.08150	-1.80420	-1.37955	-1.35621	-1.47596	-0.76945	3.40227	6.16211	2.41239	8.32369	-2.60670	-2.68420	0.75693	-0.14117	0.36425	1.28891	-0.17742	-0.19584	5.55032	4.65876	2.42072	3.85272	-1.63408	-1.64254	-0.52378	-0.14161	0.33032
21	3.41653	1.51798	3.65166	2.55314	-2.67305	0.68607	0.36789	1.14222	0.42971	1.05746	-0.06745	0.47114	4.78970	1.90909	6.82761	-1.43770	-1.87628	-3.95879	3.00544	2.02556	0.27822	2.70042	3.50906	3.09703	3.40389	-3.02866	-3.45060	0.22624	-0.59760	0.01939	0.75542	0.30543	-0.21601	1.88653	1.79500	1.99559	0.85864	-3.49116	-3.13253	1.75410	1.36616	0.08878	2.07773	2.12920	0.66150	-1.33662	-3.10128	-1.72335	3.94885	4.96478	4.34303	4.86726	-2.32558	-2.65185	1.25674	0.90904	1.48505	0.34064	-0.27427	0.49875	3.17293	1.04805	4.79635	3.96889	-3.55160	-2.84989	-0.88393	-0.70620	0.17633	-0.28574	0.88798	0.46726	0.97537	3.38187	-3.20289	4.08240	3.45709	4.67487	6.03557	-2.59365	-2.32126	0.38120	-0.31732	1.72665	-0.69024	-1.26070	0.03339	5.96539	4.41477	5.22136	6.84633	-1.96954	-1.39295	-1.40851	-1.45583	-0.68959	3.36936	6.02048	3.02838	8.67184	-2.77985	-2.75851	0.54283	-0.28660	0.21632	1.20844	-0.22865	-0.15526	5.16357	4.36727	2.65517	4.12396	-1.99630	-1.97758	-0.49850	-0.09643	0.31810
22	3.08965	1.51020	3.65716	2.51675	-2.79812	0.65209	0.21200	1.09782	0.31374	1.01723	-0.07089	0.49409	4.49803	1.63264	6.87286	-1.27037	-2.02867	-4.17107	2.86124	1.78903	0.34345	2.44110	2.98648	2.96555	3.18322	-3.06342	-3.59919	0.11632	-0.72011	0.03229	0.47470	0.12898	-0.30924	1.59639	1.40178	1.93281	0.80293	-3.55067	-3.25509	1.36675	0.99144	0.05534	1.54997	1.84099	0.56609	-1.05233	-3.31509	-2.16556	3.41077	4.49158	4.23094	4.71633	-2.51955	-2.89252	1.05567	0.78322	1.27323	0.22290	-0.18516	0.50530	2.57832	0.78933	4.40295	3.84992	-3.58649	-2.76614	-1.05137	-0.78440	0.16162	-0.40799	0.78097	0.46572	0.93760	3.45396	-3.01559	3.94630	3.02920	5.00259	5.96102	-2.76119	-2.47346	0.30090	-0.41061	1.82420	-0.67796	-1.39221	0.00632	5.67770	4.13590	5.16989	6.65162	-2.07705	-1.41892	-1.47671	-1.46714	-0.60024	3.30668	5.84542	3.46554	8.83976	-2.83826	-2.73937	0.31410	-0.42365	0.03689	1.12157	-0.26055	-0.14217	4.74329	4.04321	2.78124	4.27387	-2.31931	-2.20394	-0.53451	-0.12719	0.32706
