	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_04_03_PC008_BAREFOOT_GAIT0001_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0001_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0001_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0001_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0001_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0001_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_4.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_4.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_4.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_4.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_4.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_4.c3d
17	0.46099	0.13178	0.54450	0.10895	0.23601	0.10373	0.54973	0.09652	0.28569	0.08045	0.18811	0.05487	0.49745	0.51588	0.08764	0.64704	0.38635	0.24185	0.60890	0.32714	0.21184	0.67581	0.38088	0.26210	0.44060	0.62982	0.14701	0.44814	0.18016	0.11839	0.50499	0.26572	0.15124	0.53624	0.53452	0.26681	0.41029	0.56579	0.33465	0.42950	0.23786	0.19660	0.24572	0.35495	0.22934	0.53371	0.22170	0.13477	0.63567	0.66606	0.35062
18	0.47715	0.12333	0.53542	0.10076	0.22498	0.09762	0.51610	0.09859	0.28201	0.07834	0.18806	0.05041	0.52686	0.51869	0.08765	0.63926	0.39112	0.24305	0.57951	0.32462	0.21265	0.61963	0.36471	0.25313	0.45158	0.61185	0.13654	0.42899	0.19262	0.12775	0.47121	0.26260	0.15292	0.53588	0.51121	0.24571	0.43929	0.56808	0.31999	0.38090	0.22100	0.18897	0.27158	0.35875	0.22774	0.49320	0.21738	0.13796	0.63770	0.64391	0.33224
19	0.48784	0.11568	0.51941	0.09139	0.21144	0.09090	0.48785	0.09961	0.28088	0.07650	0.18734	0.04613	0.54906	0.51514	0.08571	0.63066	0.39493	0.24358	0.55384	0.32493	0.21339	0.56660	0.35106	0.24146	0.45780	0.58392	0.12357	0.41341	0.20509	0.13495	0.44741	0.26383	0.15445	0.53707	0.49016	0.22722	0.45778	0.55891	0.30040	0.34450	0.20912	0.18257	0.29288	0.35633	0.22292	0.45856	0.21721	0.14097	0.63248	0.61200	0.30884
20	0.49428	0.10860	0.49946	0.08085	0.19732	0.08392	0.46660	0.09924	0.28180	0.07481	0.18640	0.04243	0.56409	0.50709	0.08274	0.62257	0.39802	0.24399	0.53427	0.32757	0.21403	0.52014	0.34030	0.22843	0.46060	0.54968	0.11020	0.40310	0.21641	0.14003	0.43294	0.26760	0.15619	0.54003	0.47483	0.21348	0.46781	0.54127	0.27845	0.32203	0.20256	0.17848	0.31064	0.35029	0.21636	0.43115	0.22014	0.14366	0.62252	0.57361	0.28268
21	0.49718	0.10216	0.47816	0.06996	0.18417	0.07739	0.45239	0.09755	0.28393	0.07312	0.18589	0.03947	0.57193	0.49606	0.07947	0.61537	0.40036	0.24479	0.52171	0.33180	0.21477	0.48175	0.33182	0.21560	0.45968	0.51246	0.09782	0.39838	0.22568	0.14358	0.42542	0.27220	0.15895	0.54497	0.46727	0.20558	0.47160	0.51833	0.25667	0.31257	0.20060	0.17728	0.32518	0.34274	0.20935	0.41154	0.22507	0.14625	0.60974	0.53208	0.25614
22	0.49699	0.09669	0.45746	0.06066	0.17304	0.07215	0.44469	0.09471	0.28648	0.07133	0.18651	0.03734	0.57270	0.48305	0.07634	0.60900	0.40177	0.24650	0.51642	0.33707	0.21617	0.45133	0.32458	0.20436	0.45451	0.47515	0.08721	0.39897	0.23249	0.14653	0.42311	0.27637	0.16356	0.55278	0.46805	0.20355	0.47067	0.49297	0.23710	0.31398	0.20208	0.17921	0.33633	0.33510	0.20275	0.40001	0.23098	0.14922	0.59493	0.49042	0.23128
23	0.49423	0.09286	0.43868	0.05565	0.16443	0.06884	0.44279	0.09104	0.28882	0.06943	0.18881	0.03605	0.56694	0.46860	0.07354	0.60335	0.40199	0.24947	0.51809	0.34293	0.21889	0.42835	0.31780	0.19587	0.44520	0.44016	0.07873	0.40433	0.23684	0.14972	0.42529	0.27931	0.17049	0.56504	0.47629	0.20650	0.46575	0.46746	0.22105	0.32399	0.20599	0.18419	0.34414	0.32829	0.19709	0.39614	0.23687	0.15308	0.57832	0.45126	0.20965
24	0.48979	0.09184	0.42258	0.05672	0.15840	0.06761	0.44584	0.08682	0.29057	0.06741	0.19309	0.03551	0.55573	0.45299	0.07111	0.59808	0.40055	0.25379	0.52586	0.34901	0.22344	0.41253	0.31113	0.19098	0.43273	0.40932	0.07249	0.41348	0.23909	0.15367	0.43148	0.28061	0.17974	0.58334	0.49015	0.21295	0.45728	0.44345	0.20908	0.34064	0.21184	0.19188	0.34920	0.32282	0.19260	0.39883	0.24174	0.15813	0.56046	0.41675	0.19220
25	0.48471	0.09482	0.40953	0.06284	0.15478	0.06810	0.45292	0.08217	0.29172	0.06506	0.19934	0.03551	0.54047	0.43640	0.06902	0.59282	0.39696	0.25929	0.53841	0.35507	0.23007	0.40385	0.30453	0.19015	0.41845	0.38370	0.06846	0.42486	0.23997	0.15865	0.44115	0.28053	0.19096	0.60786	0.50729	0.22136	0.44603	0.42213	0.20117	0.36244	0.21983	0.20173	0.35272	0.31894	0.18938	0.40693	0.24514	0.16453	0.54276	0.38872	0.17930
26	0.48003	0.10207	0.39958	0.07122	0.15326	0.06965	0.46317	0.07728	0.29277	0.06216	0.20740	0.03573	0.52270	0.41908	0.06728	0.58735	0.39111	0.26567	0.55457	0.36129	0.23877	0.40195	0.29810	0.19341	0.40378	0.36367	0.06651	0.43729	0.24084	0.16487	0.45360	0.28019	0.20360	0.63710	0.52541	0.23041	0.43320	0.40415	0.19689	0.38817	0.23057	0.21310	0.35610	0.31669	0.18748	0.41926	0.24730	0.17237	0.52733	0.36849	0.17097
