	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_04_03_PC008_BAREFOOT_GAIT0001_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0001_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0001_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0001_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0001_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0001_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0002_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_4.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_4.c3d	2014_04_03_PC008_BAREFOOT_GAIT0003_4.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_3.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_4.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_4.c3d	2014_04_03_PC008_BAREFOOT_GAIT0004_4.c3d
31	0.06429	0.08336	-0.00022	0.07281	0.09426	0.06959	0.00849	0.01443	0.01466	0.01218	0.12632	0.02044	0.12169	0.07130	0.17299	0.01613	0.02630	0.15640	0.00687	0.00371	0.14175	0.01978	0.01422	0.09167	0.18631	0.10575	0.18612	-0.01805	-0.00433	0.11484	-0.00059	0.01273	0.13082	0.07851	-0.01791	0.05503	-0.00916	-0.05664	0.04779	0.01040	0.01967	0.12298	-0.03908	-0.07760	0.01809	0.02492	0.03032	0.12575	0.04747	-0.02621	0.08556
32	0.05931	0.08190	-0.00335	0.07120	0.09640	0.06849	0.00294	0.01540	0.01230	0.01186	0.13423	0.01970	0.11710	0.06713	0.17123	0.00817	0.02093	0.16084	-0.00156	0.00063	0.15155	0.01695	0.01279	0.09940	0.17794	0.09952	0.18790	-0.02386	-0.00562	0.12498	-0.00705	0.00942	0.13784	0.07666	-0.01904	0.05942	-0.01321	-0.06044	0.05122	0.00630	0.01994	0.13155	-0.04142	-0.07848	0.01875	0.02164	0.02798	0.13346	0.03876	-0.02881	0.08987
33	0.05413	0.08015	-0.00674	0.06966	0.09862	0.06731	-0.00352	0.01652	0.01018	0.01184	0.14240	0.01877	0.11178	0.06267	0.16963	-0.00010	0.01609	0.16555	-0.01087	-0.00206	0.16163	0.01321	0.01160	0.10857	0.16923	0.09328	0.18939	-0.03008	-0.00670	0.13530	-0.01504	0.00605	0.14439	0.07390	-0.02083	0.06388	-0.01728	-0.06443	0.05490	0.00094	0.02025	0.13962	-0.04331	-0.07950	0.01967	0.01728	0.02602	0.14176	0.03045	-0.03161	0.09425
34	0.04884	0.07809	-0.01025	0.06829	0.10077	0.06600	-0.01085	0.01749	0.00825	0.01201	0.15048	0.01764	0.10584	0.05825	0.16803	-0.00870	0.01183	0.17027	-0.02080	-0.00432	0.17163	0.00823	0.01055	0.11905	0.16034	0.08732	0.19033	-0.03630	-0.00759	0.14515	-0.02431	0.00254	0.14996	0.06989	-0.02340	0.06834	-0.02119	-0.06846	0.05855	-0.00586	0.02040	0.14695	-0.04495	-0.08065	0.02081	0.01182	0.02432	0.15032	0.02309	-0.03456	0.09855
35	0.04347	0.07578	-0.01378	0.06717	0.10270	0.06452	-0.01883	0.01813	0.00645	0.01224	0.15808	0.01645	0.09950	0.05404	0.16630	-0.01754	0.00817	0.17464	-0.03097	-0.00605	0.18122	0.00177	0.00946	0.13056	0.15140	0.08192	0.19052	-0.04213	-0.00829	0.15389	-0.03445	-0.00112	0.15422	0.06445	-0.02679	0.07275	-0.02482	-0.07232	0.06188	-0.01393	0.02025	0.15329	-0.04661	-0.08188	0.02210	0.00542	0.02274	0.15876	0.01687	-0.03765	0.10265
36	0.03802	0.07334	-0.01725	0.06629	0.10428	0.06289	-0.02720	0.01832	0.00477	0.01238	0.16486	0.01545	0.09299	0.05004	0.16436	-0.02642	0.00511	0.17835	-0.04087	-0.00713	0.19007	-0.00626	0.00821	0.14265	0.14261	0.07727	0.18983	-0.04734	-0.00876	0.16101	-0.04495	-0.00485	0.15702	0.05751	-0.03105	0.07699	-0.02813	-0.07579	0.06459	-0.02285	0.01973	0.15839	-0.04845	-0.08311	0.02353	-0.00172	0.02109	0.16655	0.01159	-0.04086	0.10636
37	0.03250	0.07091	-0.02059	0.06562	0.10536	0.06111	-0.03563	0.01809	0.00323	0.01236	0.17051	0.01503	0.08654	0.04622	0.16215	-0.03513	0.00266	0.18112	-0.05004	-0.00741	0.19790	-0.01567	0.00676	0.15476	0.13418	0.07345	0.18820	-0.05194	-0.00904	0.16615	-0.05525	-0.00850	0.15838	0.04910	-0.03616	0.08088	-0.03113	-0.07865	0.06643	-0.03205	0.01886	0.16210	-0.05059	-0.08430	0.02504	-0.00931	0.01928	0.17318	0.00690	-0.04412	0.10948
38	0.02694	0.06864	-0.02372	0.06513	0.10586	0.05922	-0.04381	0.01756	0.00188	0.01219	0.17483	0.01547	0.08031	0.04256	0.15960	-0.04342	0.00082	0.18280	-0.05821	-0.00685	0.20447	-0.02605	0.00516	0.16622	0.12629	0.07048	0.18567	-0.05611	-0.00915	0.16925	-0.06498	-0.01192	0.15849	0.03939	-0.04201	0.08418	-0.03373	-0.08076	0.06733	-0.04091	0.01776	0.16437	-0.05307	-0.08534	0.02656	-0.01701	0.01736	0.17821	0.00245	-0.04725	0.11182
39	0.02142	0.06657	-0.02654	0.06476	0.10571	0.05726	-0.05155	0.01693	0.00079	0.01197	0.17775	0.01671	0.07438	0.03910	0.15667	-0.05114	-0.00046	0.18337	-0.06527	-0.00546	0.20962	-0.03684	0.00352	0.17639	0.11896	0.06831	0.18234	-0.06011	-0.00911	0.17049	-0.07402	-0.01498	0.15770	0.02879	-0.04831	0.08675	-0.03588	-0.08210	0.06728	-0.04892	0.01660	0.16519	-0.05577	-0.08609	0.02803	-0.02453	0.01543	0.18147	-0.00196	-0.05013	0.11322
40	0.01604	0.06476	-0.02897	0.06447	0.10496	0.05525	-0.05872	0.01643	0.00003	0.01178	0.17927	0.01840	0.06885	0.03587	0.15335	-0.05823	-0.00122	0.18291	-0.07132	-0.00336	0.21322	-0.04746	0.00201	0.18468	0.11211	0.06677	0.17834	-0.06417	-0.00885	0.17021	-0.08245	-0.01757	0.15635	0.01789	-0.05458	0.08863	-0.03755	-0.08275	0.06640	-0.05572	0.01558	0.16458	-0.05860	-0.08645	0.02941	-0.03166	0.01363	0.18296	-0.00646	-0.05271	0.11360
41	0.01085	0.06319	-0.03103	0.06420	0.10366	0.05318	-0.06532	0.01624	-0.00034	0.01172	0.17947	0.02008	0.06369	0.03283	0.14971	-0.06467	-0.00151	0.18150	-0.07659	-0.00068	0.21512	-0.05744	0.00073	0.19062	0.10559	0.06563	0.17376	-0.06848	-0.00827	0.16877	-0.09053	-0.01963	0.15474	0.00721	-0.06034	0.08998	-0.03878	-0.08283	0.06490	-0.06121	0.01486	0.16267	-0.06150	-0.08643	0.03067	-0.03829	0.01211	0.18286	-0.01112	-0.05503	0.11297
42	0.00585	0.06175	-0.03273	0.06386	0.10193	0.05104	-0.07140	0.01648	-0.00029	0.01183	0.17845	0.02136	0.05873	0.02990	0.14579	-0.07044	-0.00138	0.17923	-0.08145	0.00234	0.21522	-0.06643	-0.00017	0.19390	0.09923	0.06470	0.16868	-0.07315	-0.00729	0.16648	-0.09850	-0.02113	0.15321	-0.00288	-0.06523	0.09095	-0.03961	-0.08249	0.06299	-0.06548	0.01454	0.15961	-0.06437	-0.08608	0.03179	-0.04437	0.01105	0.18148	-0.01600	-0.05716	0.11140
43	0.00108	0.06037	-0.03411	0.06341	0.09986	0.04888	-0.07705	0.01717	0.00017	0.01211	0.17632	0.02203	0.05387	0.02705	0.14166	-0.07552	-0.00091	0.17614	-0.08628	0.00544	0.21355	-0.07421	-0.00055	0.19436	0.09296	0.06385	0.16322	-0.07826	-0.00596	0.16350	-0.10647	-0.02207	0.15188	-0.01221	-0.06910	0.09167	-0.04008	-0.08187	0.06092	-0.06876	0.01464	0.15560	-0.06700	-0.08544	0.03265	-0.04989	0.01062	0.17918	-0.02107	-0.05915	0.10905
44	-0.00348	0.05898	-0.03522	0.06284	0.09755	0.04674	-0.08228	0.01814	0.00101	0.01246	0.17316	0.02207	0.04900	0.02428	0.13736	-0.07982	-0.00018	0.17225	-0.09136	0.00838	0.21023	-0.08073	-0.00027	0.19203	0.08675	0.06302	0.15752	-0.08374	-0.00445	0.15983	-0.11408	-0.02241	0.15068	-0.02092	-0.07201	0.09224	-0.04036	-0.08106	0.05887	-0.07136	0.01510	0.15081	-0.06917	-0.08456	0.03318	-0.05490	0.01090	0.17630	-0.02619	-0.06097	0.10613
45	-0.00786	0.05755	-0.03611	0.06215	0.09507	0.04464	-0.08699	0.01909	0.00214	0.01275	0.16904	0.02164	0.04410	0.02155	0.13291	-0.08321	0.00069	0.16749	-0.09671	0.01099	0.20548	-0.08617	0.00070	0.18717	0.08062	0.06214	0.15165	-0.08926	-0.00296	0.15530	-0.12062	-0.02208	0.14938	-0.02937	-0.07422	0.09272	-0.04061	-0.08008	0.05701	-0.07344	0.01575	0.14539	-0.07071	-0.08352	0.03329	-0.05949	0.01189	0.17306	-0.03121	-0.06255	0.10283
46	-0.01212	0.05611	-0.03685	0.06135	0.09248	0.04263	-0.09092	0.01975	0.00344	0.01287	0.16391	0.02099	0.03911	0.01883	0.12837	-0.08543	0.00158	0.16168	-0.10205	0.01320	0.19955	-0.09101	0.00225	0.18018	0.07459	0.06120	0.14571	-0.09421	-0.00172	0.14950	-0.12520	-0.02105	0.14753	-0.03791	-0.07606	0.09308	-0.04095	-0.07887	0.05551	-0.07501	0.01643	0.13947	-0.07152	-0.08232	0.03288	-0.06357	0.01342	0.16946	-0.03606	-0.06389	0.09934
47	-0.01630	0.05472	-0.03747	0.06045	0.08983	0.04078	-0.09374	0.02002	0.00475	0.01280	0.15764	0.02046	0.03405	0.01613	0.12377	-0.08613	0.00237	0.15446	-0.10681	0.01494	0.19264	-0.09575	0.00406	0.17163	0.06869	0.06017	0.13982	-0.09778	-0.00094	0.14177	-0.12706	-0.01936	0.14456	-0.04673	-0.07784	0.09329	-0.04146	-0.07730	0.05440	-0.07577	0.01694	0.13316	-0.07160	-0.08095	0.03187	-0.06688	0.01526	0.16528	-0.04073	-0.06503	0.09582
48	-0.02039	0.05347	-0.03798	0.05949	0.08712	0.03911	-0.09501	0.01993	0.00588	0.01253	0.14999	0.02034	0.02899	0.01349	0.11915	-0.08499	0.00294	0.14530	-0.11021	0.01615	0.18476	-0.10067	0.00582	0.16209	0.06294	0.05902	0.13406	-0.09927	-0.00089	0.13132	-0.12563	-0.01712	0.13984	-0.05580	-0.07978	0.09329	-0.04204	-0.07516	0.05362	-0.07521	0.01718	0.12651	-0.07111	-0.07943	0.03028	-0.06909	0.01705	0.16010	-0.04530	-0.06604	0.09233
49	-0.02431	0.05244	-0.03835	0.05848	0.08434	0.03767	-0.09439	0.01978	0.00662	0.01212	0.14063	0.02087	0.02406	0.01098	0.11449	-0.08180	0.00323	0.13366	-0.11141	0.01677	0.17564	-0.10561	0.00733	0.15201	0.05739	0.05781	0.12851	-0.09848	-0.00188	0.11751	-0.12070	-0.01453	0.13277	-0.06488	-0.08195	0.09308	-0.04246	-0.07216	0.05297	-0.07284	0.01705	0.11942	-0.07028	-0.07784	0.02817	-0.06988	0.01840	0.15338	-0.04972	-0.06695	0.08884
50	-0.02794	0.05165	-0.03846	0.05749	0.08145	0.03647	-0.09180	0.01995	0.00679	0.01168	0.12929	0.02215	0.01940	0.00872	0.10975	-0.07670	0.00316	0.11923	-0.10990	0.01664	0.16483	-0.10998	0.00850	0.14166	0.05217	0.05668	0.12320	-0.09592	-0.00413	0.10025	-0.11249	-0.01188	0.12292	-0.07361	-0.08423	0.09264	-0.04240	-0.06801	0.05221	-0.06855	0.01638	0.11163	-0.06934	-0.07621	0.02565	-0.06907	0.01885	0.14448	-0.05387	-0.06769	0.08524
51	-0.03109	0.05110	-0.03814	0.05655	0.07837	0.03550	-0.08753	0.02062	0.00621	0.01131	0.11587	0.02410	0.01516	0.00681	0.10485	-0.07021	0.00273	0.10213	-0.10579	0.01562	0.15190	-0.11281	0.00930	0.13104	0.04744	0.05584	0.11813	-0.09255	-0.00773	0.08013	-0.10187	-0.00949	0.11023	-0.08162	-0.08633	0.09194	-0.04160	-0.06251	0.05107	-0.06276	0.01501	0.10279	-0.06837	-0.07445	0.02287	-0.06671	0.01802	0.13286	-0.05753	-0.06818	0.08136
52	-0.03357	0.05074	-0.03721	0.05569	0.07503	0.03472	-0.08220	0.02153	0.00481	0.01119	0.10062	0.02634	0.01151	0.00544	0.09971	-0.06315	0.00192	0.08308	-0.09989	0.01368	0.13670	-0.11308	0.00972	0.12002	0.04332	0.05542	0.11332	-0.08941	-0.01246	0.05854	-0.09041	-0.00776	0.09503	-0.08856	-0.08792	0.09090	-0.03984	-0.05548	0.04928	-0.05637	0.01286	0.09268	-0.06733	-0.07237	0.01996	-0.06309	0.01571	0.11825	-0.06054	-0.06832	0.07702
53	-0.03523	0.05055	-0.03548	0.05498	0.07135	0.03407	-0.07656	0.02222	0.00268	0.01141	0.08412	0.02824	0.00869	0.00482	0.09431	-0.05617	0.00085	0.06330	-0.09288	0.01099	0.11941	-0.11026	0.00971	0.10841	0.03995	0.05559	0.10874	-0.08795	-0.01795	0.03734	-0.07954	-0.00691	0.07810	-0.09422	-0.08871	0.08933	-0.03696	-0.04680	0.04671	-0.05024	0.01011	0.08131	-0.06615	-0.06978	0.01704	-0.05889	0.01198	0.10096	-0.06271	-0.06799	0.07199
54	-0.03592	0.05052	-0.03281	0.05451	0.06724	0.03348	-0.07091	0.02169	0.00022	0.01140	0.06741	0.02917	0.00690	0.00518	0.08861	-0.05046	-0.00067	0.04417	-0.08637	0.00781	0.10107	-0.10410	0.00931	0.09598	0.03754	0.05657	0.10431	-0.08356	-0.02183	0.01883	-0.07153	-0.00735	0.06076	-0.09840	-0.08844	0.08690	-0.03288	-0.03648	0.04332	-0.04556	0.00698	0.06921	-0.06471	-0.06655	0.01421	-0.05478	0.00727	0.08187	-0.06399	-0.06712	0.06610
55	-0.03547	0.05065	-0.02906	0.05435	0.06259	0.03281	-0.06816	0.02319	-0.00309	0.01303	0.05121	0.02927	0.00630	0.00665	0.08257	-0.04555	-0.00230	0.02698	-0.07975	0.00474	0.08234	-0.09685	0.00822	0.08320	0.03645	0.05860	0.09996	-0.09664	-0.03010	0.00275	-0.06407	-0.00808	0.04384	-0.10089	-0.08686	0.08313	-0.02771	-0.02474	0.03917	-0.04240	0.00384	0.05696	-0.06282	-0.06256	0.01156	-0.05183	0.00207	0.06237	-0.06413	-0.06547	0.05917
56	-0.03387	0.05102	-0.02426	0.05462	0.05739	0.03193	-0.05426	0.02291	-0.00232	0.00628	0.03775	0.02597	0.00701	0.00932	0.07610	-0.04223	-0.00425	0.01272	-0.07440	0.00189	0.06485	-0.08672	0.00700	0.06921	0.03707	0.06182	0.09552	-0.02009	-0.00707	-0.00163	-0.06667	-0.01202	0.03031	-0.10151	-0.08390	0.07752	-0.02175	-0.01158	0.03462	-0.04001	0.00105	0.04497	-0.06033	-0.05779	0.00905	-0.04973	-0.00283	0.04384	-0.06372	-0.06343	0.05157
57	-0.03095	0.05153	-0.01859	0.05511	0.05147	0.03096	-0.04577	0.03625	-0.00178	0.00807	0.02730	0.02311	0.00916	0.01326	0.06924	-0.04604	-0.00876	0.00163	-0.07840	-0.00195	0.05278	-0.08075	0.00462	0.05646	0.03985	0.06639	0.09093	0.02891	0.01286	-0.00098	-0.04864	-0.00936	0.01572	-0.10014	-0.07960	0.06968	-0.01569	0.00077	0.02899	-0.04657	-0.00273	0.03792	-0.05690	-0.05218	0.00653	-0.04891	-0.00716	0.02760	-0.06199	-0.06015	0.04343
58	-0.02677	0.05206	-0.01145	0.05598	0.04528	0.02960	-0.01422	0.03775	0.00505	0.00911	0.01067	0.01712	0.01263	0.01829	0.06203	0.00814	0.01017	-0.00242	0.00115	0.00818	0.00992	-0.07986	0.00114	0.04553	0.04466	0.07187	0.08589	0.01312	0.01477	-0.00219	0.02069	0.01170	-0.00302	-0.09694	-0.07423	0.05984	-0.00979	0.01657	0.02485	-0.00961	0.00157	0.01203	-0.05215	-0.04560	0.00379	-0.05320	-0.01216	0.01484	-0.05903	-0.05562	0.03530
59	-0.02274	0.05387	-0.00598	0.05752	0.03890	0.02883	0.01346	0.01270	0.01261	0.00661	-0.00087	0.00445	0.01793	0.02501	0.05546	0.02661	0.01815	-0.00300	0.02964	0.01568	-0.00499	0.00075	0.01359	0.00815	0.05188	0.07881	0.08093	0.01555	0.02079	-0.00291	0.00993	0.01105	-0.00112	-0.09242	-0.06826	0.04887	-0.00530	0.02362	0.01671	0.01678	0.00770	-0.00351	-0.04584	-0.03800	0.00076	-0.00505	0.00132	0.00131	-0.06268	-0.05709	0.03069
60	-0.01166	0.05056	0.00235	0.05154	0.02809	0.03090	0.01537	0.00905	0.01539	0.00640	-0.00236	0.00202	0.02293	0.03105	0.04819	0.01635	0.01531	-0.00332	0.01721	0.01867	-0.00101	0.03394	0.02202	-0.00592	0.05955	0.08520	0.07513	0.01420	0.02343	-0.00361	0.00882	0.01181	-0.00123	-0.08647	-0.06171	0.03767	-0.00413	0.00769	-0.00016	0.00998	0.01062	-0.00009	-0.03856	-0.02984	-0.00292	0.00710	0.00587	-0.00132	-0.02328	-0.01826	0.01063
61	-0.00214	0.05255	0.01288	0.05196	0.02221	0.03137	0.01277	0.00719	0.01625	0.00734	-0.00219	0.00144	0.03213	0.04169	0.04519	0.01482	0.01434	-0.00348	0.01779	0.02198	-0.00345	0.02189	0.02400	-0.00133	0.06893	0.09343	0.07057	0.01525	0.02394	-0.00397	0.00764	0.01104	-0.00103	-0.08430	-0.05802	0.02837	-0.00487	0.01008	-0.00150	0.01204	0.01386	-0.00182	-0.02993	-0.02090	-0.00649	-0.00005	0.00463	-0.00022	0.00521	0.01098	-0.00288
62	0.00378	0.04884	0.01990	0.05110	0.01821	0.03063	0.01193	0.00756	0.01610	0.00825	-0.00254	0.00139	0.03537	0.04554	0.03763	0.00978	0.01107	-0.00325	0.01407	0.02309	-0.00384	0.02375	0.02705	-0.00312	0.08194	0.10678	0.06969	0.01666	0.02198	-0.00394	0.00747	0.00903	-0.00087	-0.05817	-0.03877	0.01532	-0.00639	0.01568	-0.00064	0.01215	0.01573	-0.00231	-0.02424	-0.01386	-0.01319	-0.00038	0.00473	-0.00048	-0.00582	0.00403	0.00044
63	0.00220	0.01156	0.01223	0.00978	-0.00023	0.00565	0.01027	0.00801	0.01435	0.00927	-0.00252	0.00153	0.00388	0.01035	0.00073	0.00473	0.00685	-0.00253	0.01141	0.02223	-0.00453	0.02057	0.02801	-0.00319	0.02186	0.02862	0.00987	0.01798	0.01810	-0.00350	0.00737	0.00579	-0.00065	0.00790	0.00743	-0.00308	-0.00774	0.01877	-0.00152	0.01271	0.01608	-0.00291	-0.00557	0.00205	-0.00707	-0.00290	0.00336	-0.00031	-0.00711	0.00617	-0.00032
64	-0.00215	0.00625	0.01040	0.00653	-0.00160	0.00222	0.00813	0.00878	0.01116	0.01021	-0.00229	0.00171	-0.00103	0.00778	-0.00250	-0.00147	0.00144	-0.00134	0.00832	0.01929	-0.00471	0.01733	0.02725	-0.00357	0.00252	0.00950	-0.00544	0.01793	0.01268	-0.00265	0.00643	0.00151	-0.00029	-0.00351	0.00337	-0.00043	-0.00792	0.02190	-0.00175	0.01299	0.01468	-0.00324	0.00678	0.01333	0.00087	-0.00465	0.00126	-0.00024	-0.00973	0.00648	-0.00035
65	-0.00185	0.00611	0.01382	0.00679	-0.00082	0.00084	0.00515	0.00957	0.00665	0.01089	-0.00180	0.00200	-0.00127	0.01081	-0.00019	-0.00841	-0.00481	0.00015	0.00507	0.01460	-0.00444	0.01345	0.02450	-0.00387	0.00522	0.02048	0.00009	0.01551	0.00598	-0.00146	0.00421	-0.00355	0.00022	-0.00009	0.00865	-0.00131	-0.00616	0.02336	-0.00219	0.01261	0.01157	-0.00316	0.00272	0.01347	-0.00094	-0.00636	-0.00173	-0.00007	-0.01152	0.00613	-0.00040
66	-0.00206	0.00550	0.01443	0.00697	-0.00137	0.00084	0.00142	0.01009	0.00108	0.01115	-0.00107	0.00229	-0.00391	0.01004	-0.00123	-0.01551	-0.01150	0.00169	0.00157	0.00852	-0.00366	0.00900	0.01970	-0.00391	0.00105	0.02103	-0.00220	0.01049	-0.00168	-0.00005	0.00069	-0.00906	0.00089	0.00162	0.01103	-0.00122	-0.00233	0.02304	-0.00251	0.01141	0.00692	-0.00265	0.00314	0.01651	-0.00047	-0.00775	-0.00535	0.00021	-0.01194	0.00493	-0.00057
67	-0.00039	0.00625	0.01473	0.00802	-0.00134	0.00080	-0.00278	0.01034	-0.00521	0.01083	-0.00015	0.00246	-0.00432	0.01002	-0.00090	-0.02193	-0.01812	0.00307	-0.00220	0.00136	-0.00242	0.00433	0.01296	-0.00364	0.00078	0.02460	-0.00188	0.00356	-0.00968	0.00141	-0.00364	-0.01462	0.00164	0.00557	0.01238	-0.00126	0.00301	0.02059	-0.00269	0.00928	0.00099	-0.00170	0.00372	0.01827	-0.00067	-0.00887	-0.00937	0.00063	-0.01110	0.00248	-0.00067
68	0.00200	0.00742	0.01321	0.00902	-0.00139	0.00083	-0.00700	0.01031	-0.01175	0.00985	0.00089	0.00243	-0.00393	0.00850	-0.00095	-0.02688	-0.02414	0.00413	-0.00618	-0.00654	-0.00086	-0.00029	0.00467	-0.00291	0.00061	0.02537	-0.00224	-0.00421	-0.01730	0.00273	-0.00818	-0.01974	0.00239	0.00991	0.01163	-0.00113	0.00877	0.01599	-0.00264	0.00643	-0.00583	-0.00043	0.00551	0.01861	-0.00069	-0.00967	-0.01340	0.00117	-0.00884	-0.00085	-0.00072
69	0.00470	0.00827	0.01002	0.00975	-0.00126	0.00079	-0.01076	0.01004	-0.01804	0.00831	0.00194	0.00217	-0.00253	0.00576	-0.00075	-0.02979	-0.02910	0.00481	-0.01016	-0.01468	0.00086	-0.00437	-0.00451	-0.00172	0.00129	0.02403	-0.00226	-0.01187	-0.02397	0.00378	-0.01242	-0.02404	0.00305	0.01393	0.00919	-0.00091	0.01361	0.00953	-0.00229	0.00326	-0.01298	0.00101	0.00749	0.01641	-0.00072	-0.00998	-0.01701	0.00175	-0.00559	-0.00479	-0.00062
70	0.00688	0.00828	0.00525	0.00988	-0.00098	0.00075	-0.01376	0.00969	-0.02363	0.00645	0.00290	0.00172	-0.00076	0.00155	-0.00042	-0.03050	-0.03261	0.00509	-0.01382	-0.02243	0.00255	-0.00762	-0.01400	-0.00014	0.00224	0.02005	-0.00216	-0.01887	-0.02940	0.00447	-0.01606	-0.02727	0.00357	0.01632	0.00542	-0.00060	0.01634	0.00180	-0.00165	0.00030	-0.01982	0.00244	0.00914	0.01163	-0.00069	-0.00972	-0.01991	0.00229	-0.00199	-0.00897	-0.00033
71	0.00789	0.00719	-0.00070	0.00942	-0.00054	0.00074	-0.01585	0.00951	-0.02824	0.00479	0.00368	0.00116	0.00085	-0.00390	0.00008	-0.02922	-0.03448	0.00503	-0.01688	-0.02926	0.00401	-0.01002	-0.02348	0.00169	0.00308	0.01384	-0.00185	-0.02489	-0.03354	0.00480	-0.01894	-0.02922	0.00389	0.01600	0.00067	-0.00021	0.01628	-0.00647	-0.00080	-0.00209	-0.02576	0.00367	0.00999	0.00487	-0.00060	-0.00893	-0.02191	0.00271	0.00115	-0.01320	0.00015
72	0.00726	0.00518	-0.00731	0.00845	0.00003	0.00078	-0.01705	0.00969	-0.03168	0.00455	0.00424	0.00077	0.00175	-0.01027	0.00073	-0.02648	-0.03479	0.00469	-0.01922	-0.03479	0.00511	-0.01155	-0.03274	0.00357	0.00309	0.00587	-0.00130	-0.02971	-0.03636	0.00482	-0.02096	-0.02977	0.00398	0.01238	-0.00483	0.00023	0.01348	-0.01445	0.00015	-0.00372	-0.03038	0.00457	0.00963	-0.00293	-0.00041	-0.00774	-0.02292	0.00295	0.00325	-0.01723	0.00078
73	0.00492	0.00301	-0.01402	0.00698	0.00068	0.00082	-0.01746	0.01022	-0.03388	0.00632	0.00455	0.00095	0.00158	-0.01720	0.00147	-0.02290	-0.03384	0.00420	-0.02092	-0.03885	0.00579	-0.01207	-0.04132	0.00531	0.00161	-0.00330	-0.00052	-0.03315	-0.03777	0.00461	-0.02219	-0.02903	0.00384	0.00593	-0.01066	0.00066	0.00864	-0.02127	0.00105	-0.00461	-0.03341	0.00508	0.00768	-0.01098	-0.00006	-0.00637	-0.02290	0.00300	0.00407	-0.02074	0.00147
74	0.00121	0.00270	-0.02026	0.00513	0.00134	0.00081	-0.01723	0.01086	-0.03481	0.00887	0.00460	0.00143	0.00031	-0.02433	0.00221	-0.01904	-0.03198	0.00365	-0.02222	-0.04138	0.00604	-0.01149	-0.04860	0.00673	-0.00174	-0.01316	0.00043	-0.03504	-0.03775	0.00427	-0.02277	-0.02730	0.00350	-0.00194	-0.01591	0.00101	0.00286	-0.02610	0.00180	-0.00490	-0.03470	0.00519	0.00408	-0.01875	0.00046	-0.00513	-0.02194	0.00284	0.00367	-0.02331	0.00213
75	-0.00325	0.00436	-0.02543	0.00401	0.00194	0.00076	-0.01654	0.01133	-0.03450	0.01130	0.00444	0.00188	-0.00167	-0.03118	0.00288	-0.01530	-0.02948	0.00310	-0.02329	-0.04234	0.00593	-0.00995	-0.05397	0.00772	-0.00680	-0.02320	0.00147	-0.03534	-0.03644	0.00388	-0.02277	-0.02482	0.00302	-0.00974	-0.01969	0.00123	-0.00287	-0.02829	0.00229	-0.00483	-0.03422	0.00495	-0.00074	-0.02578	0.00111	-0.00426	-0.02025	0.00250	0.00233	-0.02445	0.00265
